"Name","Description","Fulladdress","Street","Municipality","Categories","Time Zone","Amenities","Phone","Phones","Claimed","Review Count","Average Rating","Review URL","Google Maps URL","Latitude","Longitude","Website","Domain","Opening Hours","Featured Image","Cid","Fid","Place Id"
"CC Laundry Express",*,"Jl. Manisi No.41, Cipadung, Kec. Cibiru, Kota Bandung, Jawa Barat 40614","Jl. Manisi No.41","Cipadung","Binatu Cucian Kering","Asia/Jakarta",*,"0857-2220-6361","0857-2220-6361, +62 857-2220-6361","NO",2,5,"https://search.google.com/local/reviews?placeid=ChIJOyzcYwDDaC4RUkosqQwstKY&q=la","https://www.google.com/maps?cid=12012274538993437266",-6.9262049999999995,107.720489,,,"Sabtu: [08.00-21.00], Minggu: [08.00-21.00], Senin: [08.00-21.00], Selasa: [08.0","https://lh5.googleusercontent.com/p/AF1QipOkdlaeXrUbtTxFKDlcwMkmT5YYbxu7PCgvWBg2",*,"0x2e68c30063dc2c3b:0xa6b42c0ca92c4a52","ChIJOyzcYwDDaC4RUkosqQwstKY"
"Sorcha Laundry Pajajaran (Laundry Antar Jemput Bandung)",*,"Jl. Rama No.26b, Arjuna, Kec. Cicendo, Kota Bandung, Jawa Barat 40172","Jl. Rama No.26b","Arjuna","Binatu, Layanan Binatu","Asia/Jakarta",*,"0811-1111-2731","0811-1111-2731, +62 811-1111-2731","YES",547,4.9,"https://search.google.com/local/reviews?placeid=ChIJrQA_9vvnaC4RvLQVfucpCvQ&q=la","https://www.google.com/maps?cid=17584913769251058876",-6.9081269999999995,107.5905427,"http://sorchalaundry.com/","sorchalaundry.com","Sabtu: [07.00-20.00], Minggu: [07.00-20.00], Senin: [07.00-20.00], Selasa: [07.0","https://lh5.googleusercontent.com/p/AF1QipNghxF6CXyL9FuXrUzlLrriAkAMgFgFeF1UJTW6",*,"0x2e68e7fbf63f00ad:0xf40a29e77e15b4bc","ChIJrQA_9vvnaC4RvLQVfucpCvQ"
"Ichiban Laundry",*,"Jl. Manisi No.6, Pasir Biru, Kec. Cibiru, Kota Bandung, Jawa Barat 40615","Jl. Manisi No.6","Pasir Biru","Binatu","Asia/Jakarta",*,"0852-2255-9944","0852-2255-9944, +62 852-2255-9944","YES",2,4.5,"https://search.google.com/local/reviews?placeid=ChIJjcNDASnDaC4R3xgvldN7g3s&q=la","https://www.google.com/maps?cid=8900093437285439711",-6.9314931,107.7195041,,,"Sabtu: [08.00-20.00], Minggu: [Tutup], Senin: [08.00-20.00], Selasa: [08.00-20.0","https://lh3.googleusercontent.com/gps-proxy/ALd4DhEc9g9u3Y8Ok7hB8v8iM47y7is3Avl6",*,"0x2e68c3290143c38d:0x7b837bd3952f18df","ChIJjcNDASnDaC4R3xgvldN7g3s"
"SANY LAUNDRY PUSAT",*,"Ruko Perum Eastern Hills No.1, Cipadung, Cibiru, Cipadung, Kec. Cibiru, Kota Ban","Ruko Perum Eastern Hills No.1, Cipadung, Cibiru","Cipadung","Layanan Binatu","Asia/Jakarta",*,"0895-6333-55055","0895-6333-55055, +62 895-6333-55055","YES",24,2.5,"https://search.google.com/local/reviews?placeid=ChIJ4___vyrDaC4RG1qo9d3wRbI&q=la","https://www.google.com/maps?cid=12845938348244097563",-6.9267527,107.7173794,,,"Sabtu: [07.00-21.00], Minggu: [07.00-21.00], Senin: [07.00-21.00], Selasa: [07.0","https://lh5.googleusercontent.com/p/AF1QipOVw5199nhPS-_urkcNOitjLSpMZx2euTgWVB2R",*,"0x2e68c32abfffffe3:0xb245f0ddf5a85a1b","ChIJ4___vyrDaC4RG1qo9d3wRbI"
"Laura Laundry Manisi",*,"Jl. Manisi, Cipadung, Kec. Cibiru, Kota Bandung, Jawa Barat 40614","Jl. Manisi","Cipadung","Layanan Binatu","Asia/Jakarta",*,"0852-2198-6245","0852-2198-6245, +62 852-2198-6245","YES",12,4.6,"https://search.google.com/local/reviews?placeid=ChIJ6wDNCunDaC4RjLg5rMKq-MQ&q=la","https://www.google.com/maps?cid=14193281978747959436",-6.9318981,107.71921479999999,,,"Sabtu: [07.00-22.00], Minggu: [07.00-22.00], Senin: [07.00-22.00], Selasa: [07.0","https://lh5.googleusercontent.com/p/AF1QipM91GLkl-JLAzfU5-kDrzxMart5Bb_8wS9iyjF6",*,"0x2e68c3e90acd00eb:0xc4f8aac2ac39b88c","ChIJ6wDNCunDaC4RjLg5rMKq-MQ"
"RUMAH CUCI LS",*,"Gg. Bakti 5 No.4, Cipadung, Kec. Cibiru, Kota Bandung, Jawa Barat 40614","Gg. Bakti 5 No.4","Cipadung","Binatu Cucian Kering","Asia/Jakarta",*,,,"NO",10,5,"https://search.google.com/local/reviews?placeid=ChIJdyE_VADDaC4Rqs8hjEb6IwQ&q=la","https://www.google.com/maps?cid=298357181242265514",-6.9293225,107.71976269999999,,,,"https://lh5.googleusercontent.com/p/AF1QipNHOZZXJ0FSvrHlsHrrtturcg6hV04iO9O3akz4",2.9835718124226554E+17,"0x2e68c300543f2177:0x423fa468c21cfaa","ChIJdyE_VADDaC4Rqs8hjEb6IwQ"
"Laundry Mutiara",*,"Komp. BUMI PANYILEUKAN JLN. TURKI II blok N1 no 05, Cipadung Kidul, Kec. Panyile","Komp. BUMI PANYILEUKAN JLN. TURKI II blok N1 no 05","Cipadung Kidul","Binatu","Asia/Jakarta",*,,,"YES",2,5,"https://search.google.com/local/reviews?placeid=ChIJ-8uJ2lrDaC4Rg2Bwpmzd4Vk&q=la","https://www.google.com/maps?cid=6476701197854072963",-6.9457575,107.7101984,,,"Sabtu: [07.00-22.00], Minggu: [Tutup], Senin: [07.00-22.00], Selasa: [07.00-22.0","https://lh5.googleusercontent.com/p/AF1QipPAZhhmMoaatua6r1tHh-699UhnrWTzbyVFNVwC",*,"0x2e68c35ada89cbfb:0x59e1dd6ca6706083","ChIJ-8uJ2lrDaC4Rg2Bwpmzd4Vk"
"Laundry-Q Syariah",*,"Komplek Permata Biru, Blok R No. 60, Cinunuk, Cinunuk, Bandung, Kabupaten Bandun","Komplek Permata Biru, Blok R No. 60, Cinunuk","Cinunuk","Layanan Binatu","Asia/Jakarta",*,"0896-1149-3564","0896-1149-3564, +62 896-1149-3564","NO",3,4.7,"https://search.google.com/local/reviews?placeid=ChIJSZrH9zzDaC4Rhd3mFvAKQjY&q=la","https://www.google.com/maps?cid=3909699452803669381",-6.940957399999999,107.73096419999999,,,,"https://lh3.googleusercontent.com/gps-proxy/ALd4DhFVvrewdRYNNTMOIy_fcXcmaE-sHCJo",*,"0x2e68c33cf7c79a49:0x36420af016e6dd85","ChIJSZrH9zzDaC4Rhd3mFvAKQjY"
"Cloud Laundry - Laundry Express 4 Jam Antar Jemput Bandung Ciumbuleuit",*,"Circle K, Jl. Ciumbuleuit No.151c Lt.2, Ciumbuleuit, Kec. Cidadap, Kota Bandung,","Circle K","Jl. Ciumbuleuit No.151c Lt.2","Layanan Binatu","Asia/Jakarta",*,"0851-7327-4826","0851-7327-4826, +62 851-7327-4826","YES",169,5,"https://search.google.com/local/reviews?placeid=ChIJiUdjp7znaC4RJ4dWuD-pHiY&q=la","https://www.google.com/maps?cid=2746818913883293479",-6.8748361,107.6044003,"https://linktr.ee/cloudlaundry","linktr.ee","Sabtu: [08.00-22.00], Minggu: [08.00-22.00], Senin: [08.00-22.00], Selasa: [08.0","https://lh5.googleusercontent.com/p/AF1QipNdrmd6_3uGB081_0fbgqTKu7-MeZMzhsLCuJhT",*,"0x2e68e7bca7634789:0x261ea93fb8568727","ChIJiUdjp7znaC4RJ4dWuD-pHiY"
"99 laundry",*,"Jl. Kapten Abdul Hamid No.63, Hegarmanah, Kec. Cidadap, Kota Bandung, Jawa Barat","Jl. Kapten Abdul Hamid No.63","Hegarmanah","Binatu","Asia/Jakarta",*,"0815-7330-1221","0815-7330-1221, +62 815-7330-1221","YES",2,5,"https://search.google.com/local/reviews?placeid=ChIJ97wCrk7naC4RLXhP_E4f4pY&q=la","https://www.google.com/maps?cid=10872286874526775341",-6.865578299999999,107.59598609999999,,,"Sabtu: [Buka 24 jam], Minggu: [Buka 24 jam], Senin: [Buka 24 jam], Selasa: [Buka","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=xN6Ems5NUKjHd-BtQ",*,"0x2e68e74eae02bcf7:0x96e21f4efc4f782d","ChIJ97wCrk7naC4RLXhP_E4f4pY"
"Laundryklin Ciumbuleuit",*,"Jl. Ciumbuleuit No.106, Ciumbuleuit, Kec. Cidadap, Kota Bandung, Jawa Barat 4014","Jl. Ciumbuleuit No.106","Ciumbuleuit","Binatu","Asia/Jakarta",*,"0851-7676-2341","0851-7676-2341, +62 851-7676-2341","YES",123,5,"https://search.google.com/local/reviews?placeid=ChIJE1AfEUTnaC4Rg7fRwQUrZsA&q=la","https://www.google.com/maps?cid=13863815806633228163",-6.8738357,107.60485659999999,"http://www.laundryklin-ciumbuleuit.com/","laundryklin-ciumbuleuit.com","Sabtu: [07.00-20.00], Minggu: [07.00-20.00], Senin: [07.00-20.00], Selasa: [07.0","https://lh5.googleusercontent.com/p/AF1QipMZdGFUL_D_LtRvHRJnzJpCczgq6sVXFG82m8tr",*,"0x2e68e744111f5013:0xc0662b05c1d1b783","ChIJE1AfEUTnaC4Rg7fRwQUrZsA"
"Hi! LAUNDRY",*,"Jl. Ciumbuleuit No.125, Ciumbuleuit, Kec. Cidadap, Kota Bandung, Jawa Barat 4014","Jl. Ciumbuleuit No.125","Ciumbuleuit","Layanan Binatu","Asia/Jakarta",*,"0878-2310-6136","0878-2310-6136, +62 878-2310-6136","YES",11,4.8,"https://search.google.com/local/reviews?placeid=ChIJM8yMRcLnaC4RR_51lAUMtyE&q=la","https://www.google.com/maps?cid=2429423742094802503",-6.873854199999999,107.60466179999999,,,"Sabtu: [07.00-21.00], Minggu: [07.00-21.00], Senin: [07.00-21.00], Selasa: [07.0","https://lh5.googleusercontent.com/p/AF1QipOVcfrqzm1TBKFmr5BKTO3YUxiLeZm4u9haM4sE",*,"0x2e68e7c2458ccc33:0x21b70c059475fe47","ChIJM8yMRcLnaC4RR_51lAUMtyE"
"Indo express laundry (parahyangan residence)",*,"4JF3+37Q, Hegarmanah, Kec. Cidadap, Kota Bandung, Jawa Barat 40141","4JF3+37Q","Hegarmanah","Layanan Binatu","Asia/Jakarta",*,"0817-200-193","0817-200-193, +62 817-200-193","NO",68,4.9,"https://search.google.com/local/reviews?placeid=ChIJleQhA_LmaC4R9zC5vc374s8&q=la","https://www.google.com/maps?cid=14979812171657588983",-6.8772825,107.60324589999999,"http://www.indolaundry.id/","indolaundry.id","Sabtu: [08.00-20.00], Minggu: [08.00-20.00], Senin: [08.00-20.00], Selasa: [08.0","https://lh5.googleusercontent.com/p/AF1QipPpuiZfS1rX6JloDExK_QueFSbk03ZHtCoEaE0U",*,"0x2e68e6f20321e495:0xcfe2fbcdbdb930f7","ChIJleQhA_LmaC4R9zC5vc374s8"
"MAMY LAUNDRY CIUMBELUIT",*,"Jl. Ciumbuleuit No.10, Hegarmanah, Kec. Cidadap, Kota Bandung, Jawa Barat 40141","Jl. Ciumbuleuit No.10","Hegarmanah","Binatu","Asia/Jakarta",*,,,"NO",13,4.5,"https://search.google.com/local/reviews?placeid=ChIJ_UI6N87naC4RH-g5itrSvOU&q=la","https://www.google.com/maps?cid=16554338166370854943",-6.882958299999999,107.6048296,,,,"https://lh5.googleusercontent.com/p/AF1QipORCB4nm4jq9Qlt7mYYVpBuJdAbUz8vIAZCee1e",*,"0x2e68e7ce373a42fd:0xe5bcd2da8a39e81f","ChIJ_UI6N87naC4RH-g5itrSvOU"
"Chingu Laundry Express Ciumbuleuit",*,"4J93+GG9, Jl. Ciumbuleuit, Hegarmanah, Kec. Cidadap, Kota Bandung, Jawa Barat 40","4J93+GG9","Jl. Ciumbuleuit","Binatu","Asia/Jakarta",*,"0811-8885-1121","0811-8885-1121, +62 811-8885-1121","YES",21,4.8,"https://search.google.com/local/reviews?placeid=ChIJHfR8cwDnaC4RC_ZOkPKLsj8&q=la","https://www.google.com/maps?cid=4589884844163397131",-6.881244499999999,107.60383259999999,"https://chingu-laundry.com/ciumbuleuit/","chingu-laundry.com","Sabtu: [07.00-20.00], Minggu: [07.00-20.00], Senin: [07.00-20.00], Selasa: [07.0","https://lh5.googleusercontent.com/p/AF1QipMfsypk7Txi30GVpgtSq6slGWyxf9DZbKE3draV",*,"0x2e68e700737cf41d:0x3fb28bf2904ef60b","ChIJHfR8cwDnaC4RC_ZOkPKLsj8"
"LaundryKlin Setiabudi • Laundry Antar Jemput Bandung",*,"Jl. Dr. Setiabudi No.280, Ledeng, Kec. Cidadap, Kota Bandung, Jawa Barat 40143","Jl. Dr. Setiabudi No.280","Ledeng","Layanan Binatu","Asia/Jakarta",*,"0822-6233-9486","0822-6233-9486, +62 822-6233-9486","YES",278,4.9,"https://search.google.com/local/reviews?placeid=ChIJLSQQSmznaC4RuAykVjqjYt8&q=la","https://www.google.com/maps?cid=16096607489132596408",-6.8598279,107.59487449999999,,,"Sabtu: [07.00-21.00], Minggu: [07.00-21.00], Senin: [07.00-21.00], Selasa: [07.0","https://lh5.googleusercontent.com/p/AF1QipNV60m7RbrBzCEn-cAaFZtKTtEqtH26n0PfUfDr",*,"0x2e68e76c4a10242d:0xdf62a33a56a40cb8","ChIJLSQQSmznaC4RuAykVjqjYt8"
"Rairaka Laundry",*,"JL Bukit Hegar, No. 20, Ciumbuleuit, Cidadap, Hegarmanah, Bandung, Kota Bandung,","JL Bukit Hegar, No. 20, Ciumbuleuit, Cidadap","Hegarmanah","Layanan Binatu","Asia/Jakarta",*,"(022) 2036336","(022) 2036336, +62 22 2036336","NO",1,5,"https://search.google.com/local/reviews?placeid=ChIJ7Uv90-3maC4Rk6V63G6bwk8&q=la","https://www.google.com/maps?cid=5747326974925907347",-6.8747305999999995,107.6033611,,,,"https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=4y6Vkczswk1Amy6Km",*,"0x2e68e6edd3fd4bed:0x4fc29b6edc7aa593","ChIJ7Uv90-3maC4Rk6V63G6bwk8"
"1 First ST Laundry",*,"Jl. Cikendi No.9, Hegarmanah, Kec. Cidadap, Kota Bandung, Jawa Barat 40141","Jl. Cikendi No.9","Hegarmanah","Layanan Binatu","Asia/Jakarta",*,"0878-2426-7574","0878-2426-7574, +62 878-2426-7574","NO",1,5,"https://search.google.com/local/reviews?placeid=ChIJFf2yve3maC4Rw5r2rVMNVbQ&q=la","https://www.google.com/maps?cid=12994306952899500739",-6.8755934,107.6018043,,,,"https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=K47r5eha65SYqu7QH",*,"0x2e68e6edbdb2fd15:0xb4550d53adf69ac3","ChIJFf2yve3maC4Rw5r2rVMNVbQ"
"Karyain Laundry Cinambo",*,"Perum Graha Pesona Blk. C No.21, RT.004/RW.002 Kel, Cisaranten Wetan, Kec. Cinam","Perum Graha Pesona Blk. C No.21","RT.004/RW.002 Kel, Cisaranten Wetan","Layanan Binatu","Asia/Jakarta",*,"0851-7530-9800","0851-7530-9800, +62 851-7530-9800","YES",38,5,"https://search.google.com/local/reviews?placeid=ChIJ19AyAabnaC4RcyeibMqcr88&q=la","https://www.google.com/maps?cid=14965352479995340659",-6.9228166,107.6868733,"https://karyainlaundry.com/","karyainlaundry.com","Sabtu: [08.00-20.00], Minggu: [08.00-20.00], Senin: [08.00-20.00], Selasa: [08.0","https://lh5.googleusercontent.com/p/AF1QipMudfj5GCZ6gOhr2uCwgqYRMB6qLt5ORuGeCdIp",*,"0x2e68e7a60132d0d7:0xcfaf9cca6ca22773","ChIJ19AyAabnaC4RcyeibMqcr88"
"Humaira Laundry",*,"3M5V+64H, Jl. Gedebage Wetan, Cisaranten Kidul, Kec. Gedebage, Kota Bandung, Jaw","3M5V+64H","Jl. Gedebage Wetan","Pemasok peralatan binatu yang dioperasikan dengan koin, Binatu","Asia/Jakarta",*,"0813-8298-6165","0813-8298-6165, +62 813-8298-6165","YES",9,4.9,"https://search.google.com/local/reviews?placeid=ChIJUZAWbKjDaC4R_mMDJOQY_s0&q=la","https://www.google.com/maps?cid=14843328789995545598",-6.941980699999999,107.692758,,,"Sabtu: [Buka 24 jam], Minggu: [Tutup], Senin: [Buka 24 jam], Selasa: [Buka 24 ja","https://lh5.googleusercontent.com/p/AF1QipMct4N2q4WhHO1c4qxQ0AmRcdw9sQybPZXv1oal",*,"0x2e68c3a86c169051:0xcdfe18e4240363fe","ChIJUZAWbKjDaC4R_mMDJOQY_s0"
"UBR Laundry Bandung Timur 24 Jam",*,"Jl. Sukamulya IV No.23, RT.04/RW.04, Sukamulya, Kec. Cinambo, Kota Bandung, Jawa","Jl. Sukamulya IV No.23","RT.04/RW.04, Sukamulya","Binatu","Asia/Jakarta",*,"0858-1305-1305","0858-1305-1305, +62 858-1305-1305","YES",21,5,"https://search.google.com/local/reviews?placeid=ChIJtZX-cvndaC4RDl-2I-84GX8&q=la","https://www.google.com/maps?cid=9158413916982107918",-6.9171387,107.70036689999999,"https://www.instagram.com/ubr.laundry?igsh=YTk1bGRwcWMxdWpj","instagram.com","Sabtu: [08.00-20.00], Minggu: [08.00-20.00], Senin: [08.00-20.00], Selasa: [08.0","https://lh5.googleusercontent.com/p/AF1QipPZ9OPcQEartYE7RgNxN42r76Hzinkhonj4neYo",*,"0x2e68ddf972fe95b5:0x7f1938ef23b65f0e","ChIJtZX-cvndaC4RDl-2I-84GX8"
"Clothes Laundry",*,"Cluster Fujiyama No.33, Babakan Penghulu, Kec. Cinambo, Kota Bandung, Jawa Barat","Cluster Fujiyama No.33","Babakan Penghulu","Layanan Binatu","Asia/Jakarta",*,"0811-2077-784","0811-2077-784, +62 811-2077-784","YES",20,4.9,"https://search.google.com/local/reviews?placeid=ChIJtawyuTzdaC4RCnxoHYeIUCY&q=la","https://www.google.com/maps?cid=2760856685473463306",-6.9288599,107.6861598,,,"Sabtu: [08.00-17.00], Minggu: [Tutup], Senin: [08.00-17.00], Selasa: [08.00-17.0","https://lh5.googleusercontent.com/p/AF1QipMJYyoUXpw9s-8xqLRb8XZmUlL6mrWDOh_b2-7r",*,"0x2e68dd3cb932acb5:0x265088871d687c0a","ChIJtawyuTzdaC4RCnxoHYeIUCY"
"Bening Laundry",*,"Jalan Riung Arum Raya, Jl. Riung Bandung Raya No.88, Cisaranten Kidul, Kec. Gede","Jalan Riung Arum Raya","Jl. Riung Bandung Raya No.88","Binatu","Asia/Jakarta",*,"0813-2050-0088","0813-2050-0088, +62 813-2050-0088","YES",41,4.7,"https://search.google.com/local/reviews?placeid=ChIJd-8iv7zCaC4RUK5LvP32tec&q=la","https://www.google.com/maps?cid=16696522763192217168",-6.9462604,107.681376,,,"Sabtu: [08.00-20.00], Minggu: [08.00-15.00], Senin: [08.00-20.00], Selasa: [08.0","https://lh5.googleusercontent.com/p/AF1QipMwJcdB7PlLku1jVrSM3ww1BnroNXWknF2obzc=",*,"0x2e68c2bcbf22ef77:0xe7b5f6fdbc4bae50","ChIJd-8iv7zCaC4RUK5LvP32tec"
"Bio Clean Laundry - Gedebage",*,"3M6Q+8H6, Jl. Rancameong, Babakan Penghulu, Kec. Cinambo, Kota Bandung, Jawa Bar","3M6Q+8H6","Jl. Rancameong","Layanan Binatu","Asia/Jakarta",*,,,"NO",2,5,"https://search.google.com/local/reviews?placeid=ChIJ8wC-dFjDaC4RxO-aoUau_vM&q=la","https://www.google.com/maps?cid=17581681613683224516",-6.939224299999999,107.6888955,,,"Sabtu: [07.00-21.00], Minggu: [07.00-21.00], Senin: [07.00-21.00], Selasa: [07.0","https://lh5.googleusercontent.com/p/AF1QipMZAa66Fye-B15Y9sV47w9VNHGkrRf8YhihW574",*,"0x2e68c35874be00f3:0xf3feae46a19aefc4","ChIJ8wC-dFjDaC4RxO-aoUau_vM"
"FRUITS DIGITAL LAUNDRY BANDUNG (LAUNDRY GRATIS ANTAR JEMPUT BANDUNG)",*,"Jl. Cijambe No.32, Pasir Endah, Kec. Ujung Berung, Kota Bandung, Jawa Barat 4061","Jl. Cijambe No.32","Pasir Endah","Binatu","Asia/Jakarta",*,"0877-2873-3626","0877-2873-3626, +62 877-2873-3626","YES",24,4.7,"https://search.google.com/local/reviews?placeid=ChIJW4r4XrbdaC4RdVjuEEaWQZc&q=la","https://www.google.com/maps?cid=10899157800889243765",-6.907037,107.6911595,,,"Sabtu: [07.00-20.00], Minggu: [07.00-20.00], Senin: [07.00-20.00], Selasa: [07.0","https://lh5.googleusercontent.com/p/AF1QipMpzX1cA6uln-4xRm6LZ8KFatb815Lj0NPdzPfk",*,"0x2e68ddb65ef88a5b:0x9741964610ee5875","ChIJW4r4XrbdaC4RdVjuEEaWQZc"
"Ujung Berung",*,"Jl. Rumah Sakit No.31, Sukamulya, Kec. Cinambo, Kota Bandung, Jawa Barat 45474","Jl. Rumah Sakit No.31","Sukamulya","Layanan Binatu","Asia/Jakarta",*,,,"NO",37,4.3,"https://search.google.com/local/reviews?placeid=ChIJVXDxKDHdaC4RGSQwIjEDTdk&q=la","https://www.google.com/maps?cid=15658174988998943769",-6.9172822,107.69910879999999,,,,"https://lh5.googleusercontent.com/p/AF1QipOcfRohzX-d1v9MZ7mQBLkb-N-k8zBJ0E6IgJZs",*,"0x2e68dd3128f17055:0xd94d033122302419","ChIJVXDxKDHdaC4RGSQwIjEDTdk"
"Briwash Laundry Express - Riung Bandung",*,"Jl. Riung Hegar Raya No.10, Cipamokolan, Kec. Rancasari, Kota Bandung, Jawa Bara","Jl. Riung Hegar Raya No.10","Cipamokolan","Layanan Binatu","Asia/Jakarta",*,"0851-7971-6134","0851-7971-6134, +62 851-7971-6134","YES",133,5,"https://search.google.com/local/reviews?placeid=ChIJ_1OjHkPDaC4R9Dxye-Ohnnw&q=la","https://www.google.com/maps?cid=8979792705424080116",-6.9429662,107.68002249999999,"http://briwash.id/","briwash.id","Sabtu: [07.00-20.00], Minggu: [07.00-20.00], Senin: [07.00-20.00], Selasa: [07.0","https://lh5.googleusercontent.com/p/AF1QipM6M1fTB75Uj5i5IuCL0oDDpHmwHEoDFJgT93N2",*,"0x2e68c3431ea353ff:0x7c9ea1e37b723cf4","ChIJ_1OjHkPDaC4R9Dxye-Ohnnw"
"Klambi Clean Laundry",*,"Grand Pinus Regency, Cluster Fujiyama Perum No.33, Babakan Penghulu, Kec. Cinamb","Grand Pinus Regency","Cluster Fujiyama Perum No.33","Layanan Binatu","Asia/Jakarta",*,"0812-2111-2176","0812-2111-2176, +62 812-2111-2176","YES",9,5,"https://search.google.com/local/reviews?placeid=ChIJM3sFHkzDaC4RVhBaUe2AWkU&q=la","https://www.google.com/maps?cid=4997448493281448022",-6.9288725,107.6860596,,,"Sabtu: [08.00-17.00], Minggu: [Tutup], Senin: [08.00-17.00], Selasa: [08.00-17.0","https://lh5.googleusercontent.com/p/AF1QipNixgWbDBZnSZqYn1puB2iP2ACHurODUDpeAbc=",*,"0x2e68c34c1e057b33:0x455a80ed515a1056","ChIJM3sFHkzDaC4RVhBaUe2AWkU"
"Alam laundry",*,"Jl. Bagusrangin Gg. 2 No.50/50, RT.007, rw007, Kecamatan Coblong, Kota Bandung, ","Jl. Bagusrangin Gg. 2 No.50/50","RT.007, rw007","Layanan Binatu, Binatu Cucian Kering, Jasa Semir Sepatu","Asia/Jakarta",*,"0878-2315-9644","0878-2315-9644, +62 878-2315-9644","YES",129,5,"https://search.google.com/local/reviews?placeid=ChIJS9cPk-rnaC4RAGuKZyenLDg&q=la","https://www.google.com/maps?cid=4047793952781921024",-6.8962483,107.61785619999999,,,"Sabtu: [Buka 24 jam], Minggu: [Buka 24 jam], Senin: [Buka 24 jam], Selasa: [Buka","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=p9RDNFYXUPyXuwT3R",*,"0x2e68e7ea930fd74b:0x382ca727678a6b00","ChIJS9cPk-rnaC4RAGuKZyenLDg"
"San Laundry & service ritel",*,"Jl. Tubagus Ismail Dalam No.8 lebak gede, Sekeloa, Kecamatan Coblong, Kota Bandu","Jl. Tubagus Ismail Dalam No.8 lebak gede","Sekeloa","Layanan Binatu","Asia/Jakarta",*,"0821-1000-0651","0821-1000-0651, +62 821-1000-0651","YES",49,4.9,"https://search.google.com/local/reviews?placeid=ChIJb-8eShDnaC4RAQfLgVzAXWI&q=la","https://www.google.com/maps?cid=7088032892098119425",-6.8876778,107.61643409999999,,,"Sabtu: [Buka 24 jam], Minggu: [Buka 24 jam], Senin: [Buka 24 jam], Selasa: [Buka","https://lh5.googleusercontent.com/p/AF1QipNfG26rKtagtJm_G0SSeQARJ_OFPwSoydDf0cbG",*,"0x2e68e7104a1eef6f:0x625dc05c81cb0701","ChIJb-8eShDnaC4RAQfLgVzAXWI"
"LaundryDay Dago • Laundry Antar Jemput",*,"Jl. Ir. H. Juanda No.378, Dago, Kecamatan Coblong, Kota Bandung, Jawa Barat 4013","Jl. Ir. H. Juanda No.378","Dago","Layanan Binatu, Binatu","Asia/Jakarta",*,"0811-2033-219","0811-2033-219, +62 811-2033-219","YES",414,4.9,"https://search.google.com/local/reviews?placeid=ChIJBzXF-7znaC4RtBpWEyrJKN0&q=la","https://www.google.com/maps?cid=15936208464000719540",-6.8749116,107.6190166,"https://www.laundryday.id/","laundryday.id","Sabtu: [07.00-21.00], Minggu: [07.00-21.00], Senin: [07.00-21.00], Selasa: [07.0","https://lh5.googleusercontent.com/p/AF1QipNYxkMJqi_tJXCyMI4UXcy2mC7am1pZIl1A6AiZ",*,"0x2e68e7bcfbc53507:0xdd28c92a13561ab4","ChIJBzXF-7znaC4RtBpWEyrJKN0"
"Sorcha Laundry Gasibu (Laundry Antar Jemput Bandung)",*,"Jl. Haur Pancuh No.01 Blok C, Lebakgede, Kecamatan Coblong, Kota Bandung, Jawa B","Jl. Haur Pancuh No.01 Blok C","Lebakgede","Binatu","Asia/Jakarta",*,"0851-7305-1808","0851-7305-1808, +62 851-7305-1808","YES",303,4.9,"https://search.google.com/local/reviews?placeid=ChIJ6z-wB-DnaC4REZCaFUNWvmc&q=la","https://www.google.com/maps?cid=7475507277606850577",-6.893399,107.6193419,"http://sorchalaundry.com/","sorchalaundry.com","Sabtu: [07.00-20.00], Minggu: [07.00-20.00], Senin: [07.00-20.00], Selasa: [07.0","https://lh5.googleusercontent.com/p/AF1QipPBm61NEkLVujnKINjtyh_pgwltgo-ceuD5S-z3",*,"0x2e68e7e007b03feb:0x67be5643159a9011","ChIJ6z-wB-DnaC4REZCaFUNWvmc"
"Indo Express Laundry (DAGO)",*,"Jl. Tubagus Ismail No.2B, Lebakgede, Kecamatan Coblong, Kota Bandung, Jawa Barat","Jl. Tubagus Ismail No.2B","Lebakgede","Binatu","Asia/Jakarta",*,"0818-832-880","0818-832-880, +62 818-832-880","YES",48,4.9,"https://search.google.com/local/reviews?placeid=ChIJfS5YahHnaC4RH20zObIvpGk&q=la","https://www.google.com/maps?cid=7612261712673336607",-6.8839983,107.6147294,"https://indolaundry.id/","indolaundry.id","Sabtu: [08.00-17.30], Minggu: [08.00-17.30], Senin: [08.00-17.30], Selasa: [08.0","https://lh5.googleusercontent.com/p/AF1QipPq5RGbrw2LOu9BOR626xz5WN8oHvL3udbwYcBj",*,"0x2e68e7116a582e7d:0x69a42fb239336d1f","ChIJfS5YahHnaC4RH20zObIvpGk"
