"Name","Description","Fulladdress","Street","Municipality","Categories","Time Zone","Amenities","Phone","Phones","Claimed","Review Count","Average Rating","Review URL","Google Maps URL","Latitude","Longitude","Website","Domain","Opening Hours","Featured Image","Cid","Fid","Place Id"
"Fresh Laundry",*,"Jl. Bahagia By Pass No.5, Sudirejo I, Kec. Medan Kota, Kota Medan, Sumatera Utar","Jl. Bahagia By Pass No.5","Sudirejo I","Binatu","Asia/Jakarta",*,"0813-7568-5220","0813-7568-5220, +62 813-7568-5220","NO",18,4.5,"https://search.google.com/local/reviews?placeid=ChIJGWb_ll8wMTARU4C5HxnIgcA&q=la","https://www.google.com/maps?cid=13871588337509826643",3.5618931999999996,98.7028277,*,*,"Minggu: [Tutup], Senin: [08.00-21.00], Selasa: [08.00-21.00], Rabu: [08.00-21.00","https://lh5.googleusercontent.com/p/AF1QipMDFbbXgZlRzZl16ilTs-3wlpjBa0uKoUxWSWzK",*,"0x3031305f96ff6619:0xc081c8191fb98053","ChIJGWb_ll8wMTARU4C5HxnIgcA"
"Daily Fresh Laundry Express",*,"Jl. Turi No.92F, Sudirejo I, Kec. Medan Kota, Kota Medan, Sumatera Utara 20217","Jl. Turi No.92F","Sudirejo I","Binatu Cucian Kering","Asia/Jakarta",*,"0859-1066-77172","0859-1066-77172, +62 859-1066-77172","YES",1,5,"https://search.google.com/local/reviews?placeid=ChIJfbIW7esxMTARdzxOhfdbUyQ&q=la","https://www.google.com/maps?cid=2617536927083936887",3.5627554,98.7008391,*,*,"Minggu: [07.40-21.30], Senin: [07.40-21.30], Selasa: [07.40-21.30], Rabu: [07.40","https://lh5.googleusercontent.com/p/AF1QipOIKx6PGyxBrnjkSZ_G1AxjKdqVOnwIQ60JHud1",*,"0x303131ebed16b27d:0x24535bf7854e3c77","ChIJfbIW7esxMTARdzxOhfdbUyQ"
"Seva Premium Laundry",*,"Jl. Bahagia By Pass No.11-13, Sudirejo I, Kec. Medan Kota, Kota Medan, Sumatera ","Jl. Bahagia By Pass No.11-13","Sudirejo I","Layanan Binatu, Binatu Cucian Kering","Asia/Jakarta",*,"0831-5383-5131","0831-5383-5131, +62 831-5383-5131","YES",4,5,"https://search.google.com/local/reviews?placeid=ChIJ2UvJmeMxMTARsDu86L_TC7o&q=la","https://www.google.com/maps?cid=13406041536995277744",3.5604953,98.7030652,*,*,"Minggu: [07.45-21.30], Senin: [07.45-21.30], Selasa: [07.45-21.30], Rabu: [07.45","https://lh5.googleusercontent.com/p/AF1QipOF93a8aHqHzQsSdfb5jRBKVHO-LlPAUdVYhsKq",*,"0x303131e399c94bd9:0xba0bd3bfe8bc3bb0","ChIJ2UvJmeMxMTARsDu86L_TC7o"
"Laundry Express",*,"HM9X+9HM, Jl. HM. Joni, Teladan Tim., Kec. Medan Kota, Kota Medan, Sumatera Utar","HM9X+9HM","Jl. HM. Joni","Binatu","Asia/Jakarta",*,"(061) 91326491","(061) 91326491, +62 61 91326491","NO",10,4.5,"https://search.google.com/local/reviews?placeid=ChIJI4PTiFkwMTARMnvNGOrdoE0&q=la","https://www.google.com/maps?cid=5593714734702361394",3.568469,98.6989213,*,*,,"https://lh3.googleusercontent.com/gps-proxy/ALd4DhGcPQsLiC6INjfq2Qe8LmKB-TA_bV4E",*,"0x3031305988d38323:0x4da0ddea18cd7b32","ChIJI4PTiFkwMTARMnvNGOrdoE0"
"Nusantara Wash Coin Laundry",*,"Jl Letjen Haryono MT No.186 -N, Pusat Pasar, Medan Kota, Medan City, North Sumat","Jl Letjen Haryono MT No.186 -N","Pusat Ps.","Binatu","Asia/Jakarta",*,"0813-6021-5250","0813-6021-5250, +62 813-6021-5250","NO",35,4.8,"https://search.google.com/local/reviews?placeid=ChIJV2PK77AxMTARr1g-56GYRXQ&q=la","https://www.google.com/maps?cid=8378270502929455279",3.5884541,98.68947209999999,*,*,"Minggu: [Tutup], Senin: [08.00-18.30], Selasa: [08.00-18.30], Rabu: [08.00-18.30","https://lh5.googleusercontent.com/p/AF1QipPXK5v681eDUH9WvtRPd32oFk_4bJ7NEa7BAsXy",*,"0x303131b0efca6357:0x744598a1e73e58af","ChIJV2PK77AxMTARr1g-56GYRXQ"
"Habib LAUNDRY",*,"komplek fortune, Jl. Bahagia No.1c, Teladan Tim., Kec. Medan Kota, Kota Medan, S","komplek fortune","Jl. Bahagia No.1c","Binatu","Asia/Jakarta",*,"0811-6072-013","0811-6072-013, +62 811-6072-013","NO",14,4.6,"https://search.google.com/local/reviews?placeid=ChIJMxqJTjoxMTARXq-ByKa-qI4&q=la","https://www.google.com/maps?cid=10279675773010947934",3.5662461999999997,98.7026101,*,*,"Minggu: [08.00-22.00], Senin: [08.00-22.00], Selasa: [08.00-22.00], Rabu: [08.00","https://lh5.googleusercontent.com/p/AF1QipNJ2ru7Qadxaq8kys7o7wgp5zTY4kdQetu2oO-H",*,"0x3031313a4e891a33:0x8ea8bea6c881af5e","ChIJMxqJTjoxMTARXq-ByKa-qI4"
"Noda Laundry Medan (Wet Cleaning & Dry Cleaning)",*,"Jl. Gandhi No.218B, Sei Rengas II, Kec. Medan Area, Kota Medan, Sumatera Utara 2","Jl. Gandhi No.218B","Sei Rengas II","Binatu Cucian Kering, Layanan Binatu","Asia/Jakarta",*,"0811-6143-977","0811-6143-977, +62 811-6143-977","YES",21,4.8,"https://search.google.com/local/reviews?placeid=ChIJv83ZiTYxMTARtFGt0m6NMoE&q=la","https://www.google.com/maps?cid=9309658886848729524",3.5852253999999997,98.6997607,*,*,"Minggu: [09.00-20.00], Senin: [09.00-20.00], Selasa: [09.00-20.00], Rabu: [09.00","https://lh5.googleusercontent.com/p/AF1QipMfYGDJfjGmPLLEfooTwhj1eFFLB3MKvA7D7-sc",*,"0x3031313689d9cdbf:0x81328d6ed2ad51b4","ChIJv83ZiTYxMTARtFGt0m6NMoE"
"Noda Laundry Medan (Wet Cleaning & Dry Cleaning)",*,"Ruko Halat Center No A-2, Jl. Halat, Ps. Merah Bar., Kec. Medan Kota, Kota Medan","Ruko Halat Center No A-2","Jl. Halat","Binatu, Grosir bahan kimia, Pemasok peralatan binatu yang dioperasikan dengan ko","Asia/Jakarta",*,"0822-2720-0082","0822-2720-0082, +62 822-2720-0082","YES",38,4.6,"https://search.google.com/local/reviews?placeid=ChIJR1XFo08wMTARfYXuJaPwOTA&q=la","https://www.google.com/maps?cid=3475073170999772541",3.5722704,98.6907117,*,*,"Minggu: [Tutup], Senin: [08.00-20.00], Selasa: [08.00-20.00], Rabu: [08.00-19.00","https://lh5.googleusercontent.com/p/AF1QipNNfojgmetwNOg14qYt0iVfYBGyUR5Rnze0uQO8",*,"0x3031304fa3c55547:0x3039f0a325ee857d","ChIJR1XFo08wMTARfYXuJaPwOTA"
"Pengen Laundry",*,"JI.HM.Joni No.100 Teladan Timur, Medan Kota, Teladan Tim., Kec. Medan Kota, Kota","JI.HM.Joni No.100 Teladan Timur, Medan Kota","Teladan Tim.","Binatu, Binatu Cucian Kering","Asia/Jakarta",*,"0823-6402-1910","0823-6402-1910, +62 823-6402-1910","YES",65,4.8,"https://search.google.com/local/reviews?placeid=ChIJDXNUO1owMTARioAPS1TmJO4&q=la","https://www.google.com/maps?cid=17160093729899380874",3.5683439999999997,98.70582739999999,*,*,"Minggu: [08.00-20.00], Senin: [08.00-20.00], Selasa: [08.00-20.00], Rabu: [08.00","https://lh5.googleusercontent.com/p/AF1QipPpZwMORU7hIVzS3bQZZyKMp_iOdgOepzkMuLVn",*,"0x3031305a3b54730d:0xee24e6544b0f808a","ChIJDXNUO1owMTARioAPS1TmJO4"
"Utama Laundry Medan (Wet Cleaning & Dry Cleaning",*,"Jl. Utama No.2, Kotamatsum III, Kec. Medan Kota, Kota Medan, Sumatera Utara 2021","Jl. Utama No.2","Kotamatsum III","Binatu","Asia/Jakarta",*,"0811-6060-0911","0811-6060-0911, +62 811-6060-0911","YES",7,5,"https://search.google.com/local/reviews?placeid=ChIJqZz7J24xMTARu3zpdT9vT_s&q=la","https://www.google.com/maps?cid=18108814945031912635",3.5742076999999997,98.6890597,*,*,"Minggu: [08.00-20.00], Senin: [08.00-20.00], Selasa: [08.00-20.00], Rabu: [08.00","https://lh5.googleusercontent.com/p/AF1QipNKhf9OSgFID79BY3llhYhVW-lH4C7S6x9GHYtZ",*,"0x3031316e27fb9ca9:0xfb4f6f3f75e97cbb","ChIJqZz7J24xMTARu3zpdT9vT_s"
"Laundry Medan",*,"Jl. Brig Jend. Zein Hamid No.28, Kedai Durian, Kec. Medan Johor, Kota Medan, Sum","Jl. Brig Jend. Zein Hamid No.28","Kedai Durian","Binatu Cucian Kering","Asia/Jakarta",*,"0853-6230-0075","0853-6230-0075, +62 853-6230-0075","NO",64,5,"https://search.google.com/local/reviews?placeid=ChIJr7PnYgExMTARsxponWu--jc&q=la","https://www.google.com/maps?cid=4033745785675324083",3.5195950999999996,98.68083419999999,*,*,"Minggu: [06.00-22.00], Senin: [06.00-22.00], Selasa: [06.00-22.00], Rabu: [06.00","https://lh5.googleusercontent.com/p/AF1QipPqc0orUIBETCgA8JtT6fVm1QmBYKp8wpTLlEB1",*,"0x3031310162e7b3af:0x37fabe6b9d681ab3","ChIJr7PnYgExMTARsxponWu--jc"
"Purple Laundry Medan Johor",*,"Jl. Karya Jaya No.171b, Gedung Johor, Kec. Medan Johor, Kota Medan, Sumatera Uta","Jl. Karya Jaya No.171b","Gedung Johor","Layanan Binatu","Asia/Jakarta",*,"0811-656-512","0811-656-512, +62 811-656-512","NO",9,5,"https://search.google.com/local/reviews?placeid=ChIJjZsJ0_Y7MTARCO9wfhESLvA&q=la","https://www.google.com/maps?cid=17306790284376469256",3.5253772,98.6773783,*,*,"Minggu: [Tutup], Senin: [08.00-21.00], Selasa: [08.00-21.00], Rabu: [08.00-21.00","https://lh5.googleusercontent.com/p/AF1QipMxSeaUrxOQn7EquVP2ucghmZvsYN7STVJ3tX-e",*,"0x30313bf6d3099b8d:0xf02e12117e70ef08","ChIJjZsJ0_Y7MTARCO9wfhESLvA"
"Berkah Laundry",*,"Jl. Eka Rasmi No.49, Gedung Johor, Kec. Medan Johor, Kota Medan, Sumatera Utara ","Jl. Eka Rasmi No.49","Gedung Johor","Layanan Binatu","Asia/Jakarta",*,"0812-6256-9531","0812-6256-9531, +62 812-6256-9531","NO",18,5,"https://search.google.com/local/reviews?placeid=ChIJx-mewYE7MTAR9BTpZvlg_EE&q=la","https://www.google.com/maps?cid=4754781930886075636",3.524378,98.67108239999999,*,*,"Minggu: [08.30-18.00], Senin: [08.30-18.00], Selasa: [08.00-18.00], Rabu: [08.30","https://lh5.googleusercontent.com/p/AF1QipOM2bQ1u70KpFE48L4Xb4c_V1AEGcN13lpFoKY=",*,"0x30313b81c19ee9c7:0x41fc60f966e914f4","ChIJx-mewYE7MTAR9BTpZvlg_EE"
"Family Laundry Express",*,"Jl. Karya Jaya No.252, Gedung Johor, Kec. Medan Johor, Kota Medan, Sumatera Utar","Jl. Karya Jaya No.252","Gedung Johor","Binatu","Asia/Jakarta",*,,,"NO",23,4.7,"https://search.google.com/local/reviews?placeid=ChIJeUeVJCE7MTARR-1CvkexWHc&q=la","https://www.google.com/maps?cid=8599818410156813639",3.5196207,98.6756436,*,*,"Minggu: [07.00-22.00], Senin: [07.00-22.00], Selasa: [07.00-22.00], Rabu: [07.00","https://lh5.googleusercontent.com/p/AF1QipN0RUyQal0uhtb9Sg36h4Un7sHjtmYZIdPV4whI",*,"0x30313b2124954779:0x7758b147be42ed47","ChIJeUeVJCE7MTARR-1CvkexWHc"
"5asai Platinum Laundry Medan",*,"Jl. Karya Wisata No.33E, Pangkalan Masyhur, Kec. Medan Johor, Kota Medan, Sumate","Jl. Karya Wisata No.33E","Pangkalan Masyhur","Binatu","Asia/Jakarta",*,"0813-7062-4517","0813-7062-4517, +62 813-7062-4517","YES",13,4.7,"https://search.google.com/local/reviews?placeid=ChIJpQt2gas6MTAREzuYD13AlMw&q=la","https://www.google.com/maps?cid=14741618986216602387",3.5359849999999997,98.66321599999999,*,*,"Minggu: [Tutup], Senin: [08.00-21.30], Selasa: [08.00-21.30], Rabu: [08.00-21.30","https://lh5.googleusercontent.com/p/AF1QipOdTP7FGOiuQKLVPmDZrbZ7NmL3YBt_Y_ZhdvGc",*,"0x30313aab81760ba5:0xcc94c05d0f983b13","ChIJpQt2gas6MTAREzuYD13AlMw"
"SYAKIRAH COIN LAUNDRY",*,"Jl. Karya wisata Komplek ruko jip 2 No. 13, Gedung Johor, Kec. Medan Johor, Kota","Jl. Karya wisata Komplek ruko jip 2 No. 13","Gedung Johor","Binatu Cucian Kering","Asia/Jakarta",*,"0823-7243-3577","0823-7243-3577, +62 823-7243-3577","YES",10,4.8,"https://search.google.com/local/reviews?placeid=ChIJiR1pY547MTARUyVSR-B51XA&q=la","https://www.google.com/maps?cid=8130538706463499603",3.5233763,98.662629,*,*,"Minggu: [Tutup], Senin: [08.00-21.00], Selasa: [08.00-21.00], Rabu: [08.00-21.00","https://lh5.googleusercontent.com/p/AF1QipOOSnIHTBSnJzGGpifAvPhVvIj8vKAGmsiywTpo",*,"0x30313b9e63691d89:0x70d579e047522553","ChIJiR1pY547MTARUyVSR-B51XA"
"Queen Laundry & Dry Clean",*,"Jl. Karya Darma No.3 A, Pangkalan Masyhur, Kec. Medan Johor, Kota Medan, Sumater","Jl. Karya Darma No.3 A","Pangkalan Masyhur","Layanan Binatu","Asia/Jakarta",*,"0821-6880-9829","0821-6880-9829, +62 821-6880-9829","NO",4,5,"https://search.google.com/local/reviews?placeid=ChIJcUKuYltFERARrvCVPrWpeT0&q=la","https://www.google.com/maps?cid=4429758304399782062",3.5297669999999997,98.6770389,*,*,,"https://lh3.googleusercontent.com/gps-proxy/ALd4DhFCxUgGyBAgmTypunTy1d0jDJvDGYD_",*,"0x1011455b62ae4271:0x3d79a9b53e95f0ae","ChIJcUKuYltFERARrvCVPrWpeT0"
"The daily wash laundromat",*,"Jl. Karya Jaya No.254 D, Gedung Johor, Kec. Medan Johor, Kota Medan, Sumatera Ut","Jl. Karya Jaya No.254 D","Gedung Johor","Binatu","Asia/Jakarta",*,"0822-7304-9638","0822-7304-9638, +62 822-7304-9638","YES",25,4.7,"https://search.google.com/local/reviews?placeid=ChIJD4OOMuU7MTARrueae3AhPqE&q=la","https://www.google.com/maps?cid=11618760855656261550",3.5194896,98.6756219,*,*,"Minggu: [07.00-23.00], Senin: [07.00-23.00], Selasa: [07.00-23.00], Rabu: [07.00","https://lh5.googleusercontent.com/p/AF1QipPhv5efiK94qfl6HIcMR9CPtJfkKcePWQqMCqfE",*,"0x30313be5328e830f:0xa13e21707b9ae7ae","ChIJD4OOMuU7MTARrueae3AhPqE"
"Laundry Syariah Johor",*,"Jl. Karya Kasih, Pangkalan Masyhur, Kec. Medan Johor, Kota Medan, Sumatera Utara","Jl. Karya Kasih","Pangkalan Masyhur","Binatu","Asia/Jakarta",*,,,"YES",8,5,"https://search.google.com/local/reviews?placeid=ChIJuf3_tk87MTAR2VDfDd4jQiE&q=la","https://www.google.com/maps?cid=2396517388336976089",3.5337742999999997,98.6687527,*,*,"Minggu: [08.00-20.30], Senin: [08.00-20.30], Selasa: [08.00-20.30], Rabu: [08.00","https://lh5.googleusercontent.com/p/AF1QipN2eDJIM1KbIMdisyPTXpqAdOmnKVY5JfsFVi0Y",*,"0x30313b4fb6fffdb9:0x214223de0ddf50d9","ChIJuf3_tk87MTAR2VDfDd4jQiE"
"Thareeq Rumah Laundry",*,"Jl. Karya Jaya No.256 B, Gedung Johor, Kec. Medan Johor, Kota Medan, Sumatera Ut","Jl. Karya Jaya No.256 B","Gedung Johor","Binatu","Asia/Jakarta",*,"(061) 7879434","(061) 7879434, +62 61 7879434","NO",2,5,"https://search.google.com/local/reviews?placeid=ChIJPVCOQMc6MTARRO61A0sZlL8&q=la","https://www.google.com/maps?cid=13804686567772909124",3.5192085,98.6755799,*,*,,"https://lh3.googleusercontent.com/gps-proxy/ALd4DhG51C6kpDgIo0GFjneyOQQ3QURAD4bI",*,"0x30313ac7408e503d:0xbf94194b03b5ee44","ChIJPVCOQMc6MTARRO61A0sZlL8"
"Noda Laundry Medan (Wet Cleaning & Dry Cleaning)",*,"Jl. Padang Golf No.10, Suka Damai, Kec. Medan Polonia, Kota Medan, Sumatera Utar","Jl. Padang Golf No.10","Suka Damai","Binatu, Binatu Cucian Kering, Layanan Binatu","Asia/Jakarta",*,"0857-6076-2519","0857-6076-2519, +62 857-6076-2519","YES",212,4.8,"https://search.google.com/local/reviews?placeid=ChIJZab2DYsxMTARRik1nh-KByg&q=la","https://www.google.com/maps?cid=2884425954756995398",3.5566107999999996,98.6812547,*,*,"Minggu: [08.00-20.00], Senin: [08.00-20.00], Selasa: [08.00-20.00], Rabu: [08.00","https://lh5.googleusercontent.com/p/AF1QipOpuqhaH2hjsiHZrLMnt5oHw6rspTLWKLDUEQxH",*,"0x3031318b0df6a665:0x28078a1f9e352946","ChIJZab2DYsxMTARRik1nh-KByg"
"Laundry Medan",*,"Jl. Pinang Baris Gg. Langgar No.26, Sunggal, Kec. Medan Sunggal, Kota Medan, Sum","Jl. Pinang Baris Gg. Langgar No.26","Sunggal","Binatu Cucian Kering, Layanan Binatu","Asia/Jakarta",*,"0853-6230-0075","0853-6230-0075, +62 853-6230-0075","YES",13,5,"https://search.google.com/local/reviews?placeid=ChIJHRs8VfouMTARjb2D46PS_Tw&q=la","https://www.google.com/maps?cid=4394900412722036109",3.5759361999999997,98.61007169999999,*,*,"Minggu: [Buka 24 jam], Senin: [Buka 24 jam], Selasa: [Buka 24 jam], Rabu: [Buka ","https://lh5.googleusercontent.com/p/AF1QipMTm1OXBG-3Q6vxVzD-IfEUp-V5BfHeHJ4Npgkw",*,"0x30312efa553c1b1d:0x3cfdd2a3e383bd8d","ChIJHRs8VfouMTARjb2D46PS_Tw"
"Laundry Medan",*,"Jl. Brig Jend. Zein Hamid No.28, Kedai Durian, Kec. Medan Johor, Kota Medan, Sum","Jl. Brig Jend. Zein Hamid No.28","Kedai Durian","Binatu Cucian Kering","Asia/Jakarta",*,"0853-6230-0075","0853-6230-0075, +62 853-6230-0075","NO",64,5,"https://search.google.com/local/reviews?placeid=ChIJr7PnYgExMTARsxponWu--jc&q=la","https://www.google.com/maps?cid=4033745785675324083",3.5195950999999996,98.68083419999999,*,*,"Minggu: [06.00-22.00], Senin: [06.00-22.00], Selasa: [06.00-22.00], Rabu: [06.00","https://lh5.googleusercontent.com/p/AF1QipMPMQgaXjiZEWFvUF3xqsz5GfHBrARCUS_6O4jw",*,"0x3031310162e7b3af:0x37fabe6b9d681ab3","ChIJr7PnYgExMTARsxponWu--jc"
"Noda Laundry Medan (Wet Cleaning & Dry Cleaning)",*,"Jl. Gandhi No.218B, Sei Rengas II, Kec. Medan Area, Kota Medan, Sumatera Utara 2","Jl. Gandhi No.218B","Sei Rengas II","Binatu Cucian Kering, Layanan Binatu","Asia/Jakarta",*,"0811-6143-977","0811-6143-977, +62 811-6143-977","YES",21,4.8,"https://search.google.com/local/reviews?placeid=ChIJv83ZiTYxMTARtFGt0m6NMoE&q=la","https://www.google.com/maps?cid=9309658886848729524",3.5852253999999997,98.6997607,*,*,"Minggu: [09.00-20.00], Senin: [09.00-20.00], Selasa: [09.00-20.00], Rabu: [09.00","https://lh5.googleusercontent.com/p/AF1QipMfYGDJfjGmPLLEfooTwhj1eFFLB3MKvA7D7-sc",*,"0x3031313689d9cdbf:0x81328d6ed2ad51b4","ChIJv83ZiTYxMTARtFGt0m6NMoE"
"Laundry AMANAH VIP 1 jam an siap, free antar jemput, Medan",*,"Jl. Durung No.171, Sidorejo Hilir, Kec. Medan Tembung, Kota Medan, Sumatera Utar","Jl. Durung No.171","Sidorejo Hilir","Layanan Binatu","Asia/Jakarta",*,"0812-8759-854","0812-8759-854, +62 812-8759-854","YES",82,4.8,"https://search.google.com/local/reviews?placeid=ChIJ7Xl0elsxMTAR4zSa283mYd4&q=la","https://www.google.com/maps?cid=16024342720987935971",3.6093949,98.7032771,*,*,"Minggu: [09.00-22.00], Senin: [09.00-20.00], Selasa: [09.00-17.00], Rabu: [09.00","https://lh5.googleusercontent.com/p/AF1QipOumFa_fdHJ7kVcVjoW8HQnfyduX6odrZlYijXS",*,"0x3031315b7a7479ed:0xde61e6cddb9a34e3","ChIJ7Xl0elsxMTAR4zSa283mYd4"
"laundry (C63 Laundry medan)",*,"pajak pagi, Jl. Cahaya No.63, Durian, Kec. Medan Tim., Kota Medan, Sumatera Utar","pajak pagi","Jl. Cahaya No.63","Binatu","Asia/Jakarta",*,"0813-7661-0143","0813-7661-0143, +62 813-7661-0143","YES",27,4.9,"https://search.google.com/local/reviews?placeid=ChIJl4AD5OwxMTARC7JdXCSj_mA&q=la","https://www.google.com/maps?cid=6989203048289382923",3.6076877,98.6802986,*,*,"Minggu: [Tutup], Senin: [07.00-18.00], Selasa: [07.00-18.00], Rabu: [07.00-18.00","https://lh5.googleusercontent.com/p/AF1QipOQxNgO7qoTcWSbgmO-uBEvnxUrhpd0-__oXxU7",*,"0x303131ece4038097:0x60fea3245c5db20b","ChIJl4AD5OwxMTARC7JdXCSj_mA"
"Noda Laundry Medan (Wet Cleaning & Dry Cleaning)",*,"Ruko Halat Center No A-2, Jl. Halat, Ps. Merah Bar., Kec. Medan Kota, Kota Medan","Ruko Halat Center No A-2","Jl. Halat","Binatu, Grosir bahan kimia, Pemasok peralatan binatu yang dioperasikan dengan ko","Asia/Jakarta",*,"0822-2720-0082","0822-2720-0082, +62 822-2720-0082","YES",38,4.6,"https://search.google.com/local/reviews?placeid=ChIJR1XFo08wMTARfYXuJaPwOTA&q=la","https://www.google.com/maps?cid=3475073170999772541",3.5722704,98.6907117,*,*,"Minggu: [Tutup], Senin: [08.00-20.00], Selasa: [08.00-20.00], Rabu: [08.00-19.00","https://lh5.googleusercontent.com/p/AF1QipNNfojgmetwNOg14qYt0iVfYBGyUR5Rnze0uQO8",*,"0x3031304fa3c55547:0x3039f0a325ee857d","ChIJR1XFo08wMTARfYXuJaPwOTA"
"TheWashPort Laundry Medan",*,"Jl. Jambi (simpang, Jl. Wahidin No.18C, Pandau Hulu I, Kec. Medan Kota, Kota Med","Jl. Jambi (simpang","Jl. Wahidin No.18C","Layanan Binatu","Asia/Jakarta",*,"(061) 4568029","(061) 4568029, +62 61 4568029","YES",21,5,"https://search.google.com/local/reviews?placeid=ChIJV58TzbExMTAR2NcxvuDkDeQ&q=la","https://www.google.com/maps?cid=16433042269259552728",3.5876732,98.6923387,*,*,"Minggu: [Tutup], Senin: [09.00-17.00], Selasa: [09.00-17.00], Rabu: [09.00-17.00","https://lh5.googleusercontent.com/p/AF1QipPdGpUxfJ2nROhBWzOw6E87iBWPdCJMDbdJOM6G",*,"0x303131b1cd139f57:0xe40de4e0be31d7d8","ChIJV58TzbExMTAR2NcxvuDkDeQ"
"Megoria Laundry & Dry Cleaning",*,"Jl. KH. Zainul Arifin No.140, Petisah Tengah, Kec. Medan Petisah, Kota Medan, Su","Jl. KH. Zainul Arifin No.140","Petisah Tengah","Layanan Binatu","Asia/Jakarta",*,"(061) 4511917","(061) 4511917, +62 61 4511917","NO",21,4.6,"https://search.google.com/local/reviews?placeid=ChIJ4YcMbNIxMTAR1SJ4pFWuNJk&q=la","https://www.google.com/maps?cid=11039640269446718165",3.5839562,98.6700898,*,*,,"https://lh3.googleusercontent.com/gps-proxy/ALd4DhESiSV-TgtjgMAMhFixBsQ56I0sk4P7",*,"0x303131d26c0c87e1:0x9934ae55a47822d5","ChIJ4YcMbNIxMTAR1SJ4pFWuNJk"
"Nusantara Wash Coin Laundry",*,"Jl Letjen Haryono MT No.186 -N, Pusat Pasar, Medan Kota, Medan City, North Sumat","Jl Letjen Haryono MT No.186 -N","Pusat Ps.","Binatu","Asia/Jakarta",*,"0813-6021-5250","0813-6021-5250, +62 813-6021-5250","NO",35,4.8,"https://search.google.com/local/reviews?placeid=ChIJV2PK77AxMTARr1g-56GYRXQ&q=la","https://www.google.com/maps?cid=8378270502929455279",3.5884541,98.68947209999999,*,*,"Minggu: [Tutup], Senin: [08.00-18.30], Selasa: [08.00-18.30], Rabu: [08.00-18.30","https://lh5.googleusercontent.com/p/AF1QipOXwNiXmA4LtCBlvO1tHZuFF3yhVxEXtJwQKDrV",*,"0x303131b0efca6357:0x744598a1e73e58af","ChIJV2PK77AxMTARr1g-56GYRXQ"
"RIO LAUNDRY",*,"Jl.rawe 1 / pancing V simpang kebun lada, Martubung, Kec. Medan Labuhan, Kota Me","Jl.rawe 1 / pancing V simpang kebun lada","Martubung","Binatu Cucian Kering","Asia/Jakarta",*,"0821-6886-7014","0821-6886-7014, +62 821-6886-7014","NO",12,5,"https://search.google.com/local/reviews?placeid=ChIJ62Lr3MQyMTARmuuPOm17sQY&q=la","https://www.google.com/maps?cid=482302344169515930",3.6874737,98.6919121,*,*,"Minggu: [Buka 24 jam], Senin: [Buka 24 jam], Selasa: [Buka 24 jam], Rabu: [Buka ","https://lh5.googleusercontent.com/p/AF1QipNxsaDuhrQXjPPmvwsypy2k4sTwl6bqOjq6rsgP",4.823023441695159E+17,"0x303132c4dceb62eb:0x6b17b6d3a8feb9a","ChIJ62Lr3MQyMTARmuuPOm17sQY"
"Chico Laundry",*,"MMVF+F2V, Jl. KL. Yos Sudarso, Besar, Kec. Medan Labuhan, Kota Medan, Sumatera U","MMVF+F2V","Jl. KL. Yos Sudarso","Binatu","Asia/Jakarta",*,"0823-6333-1009","0823-6333-1009, +62 823-6333-1009","NO",5,4.8,"https://search.google.com/local/reviews?placeid=ChIJDZI5trEyMTARJcCiOMhpgOQ&q=la","https://www.google.com/maps?cid=16465276546331099173",3.6937287999999997,98.6725548,*,*,,"https://lh3.googleusercontent.com/gps-proxy/ALd4DhFQ2rxBkzplqXt2vpC0aj7nH_Ngz06k",*,"0x303132b1b639920d:0xe48069c838a2c025","ChIJDZI5trEyMTARJcCiOMhpgOQ"
"Lautan Laundry",*,"Jl. Yos Sudarso, KM. 19,5 No.28, Pekan Labuhan, Kec. Medan Labuhan, Kota Medan, ","Jl. Yos Sudarso, KM. 19,5 No.28","Pekan Labuhan","Binatu Cucian Kering","Asia/Jakarta",*,"0852-7247-5358","0852-7247-5358, +62 852-7247-5358","YES",2,4.5,"https://search.google.com/local/reviews?placeid=ChIJaaX18-3NNjARWsZxIAfQw6w&q=la","https://www.google.com/maps?cid=12449022524009858650",3.7409345999999997,98.6750235,*,*,"Minggu: [08.00-20.00], Senin: [08.00-20.00], Selasa: [08.00-20.00], Rabu: [08.00","https://lh5.googleusercontent.com/p/AF1QipNkeuyRbmuT2uLwYk1ErzVMEAaRhb2c6Btrjzxz",*,"0x3036cdedf3f5a569:0xacc3d0072071c65a","ChIJaaX18-3NNjARWsZxIAfQw6w"
"EL LAUNDRY",*,"Jl. Jala Raya, Besar, Kec. Medan Labuhan, Kota Medan, Sumatera Utara 20251","Jl. Jala Raya","Besar","Binatu","Asia/Jakarta",*,"0895-2414-5507","0895-2414-5507, +62 895-2414-5507","YES",13,4.9,"https://search.google.com/local/reviews?placeid=ChIJYanHOr4zMTARN86f4f81M8Y&q=la","https://www.google.com/maps?cid=14281818216440254007",3.6925743,98.6920614,*,*,"Minggu: [Tutup], Senin: [08.00-20.00], Selasa: [08.00-20.00], Rabu: [08.00-20.00","https://lh5.googleusercontent.com/p/AF1QipOW9b0kw2f4n7_rBHYS7AkU--hu_TqxO6BCdWXC",*,"0x303133be3ac7a961:0xc63335ffe19fce37","ChIJYanHOr4zMTARN86f4f81M8Y"
