Name,Fulladdress,Municipality,Categories,Time Zone,Phones,Claimed,Review Count,Average Rating,Review URL,Google Maps URL,Latitude,Longitude,Website,Domain,Opening Hours,Featured Image
LAUNDRY KARPET NUSANTARA,"Gg. Swadaya II Jl. Raya Condet No.18, RT.3/RW.9, Kp. Tengah, Kec. Kramat jati, K","RT.3/RW.9, Kp. Tengah",Binatu,Asia/Jakarta,"0878-8333-9222, +62 878-8333-9222",YES,47.0,4.9,https://search.google.com/local/reviews?placeid=ChIJqbmEgvPzaS4RcxzmnNNK6GU&q=la,https://www.google.com/maps?cid=7343201465158474867,-6.2892532,106.8609367,None,None,"Minggu: [Tutup], Senin: [08.00-17.00], Selasa: [08.00-17.00], Rabu: [08.00-17.00",https://lh5.googleusercontent.com/p/AF1QipNwdzOKlPnxEbhs7FDsjsua3ZbzD4QbXhMyI5nk
Sahabat laundry,"Jl. Budhi No.5 13, RT.13/RW.3, Cawang, Kec. Kramat jati, Kota Jakarta Timur, Dae","RT.13/RW.3, Cawang",Binatu,Asia/Jakarta,"0859-2058-6649, +62 859-2058-6649",YES,35.0,4.8,https://search.google.com/local/reviews?placeid=ChIJHdvd7arzaS4Rcv3edc9Xyak&q=la,https://www.google.com/maps?cid=12234406411276057970,-6.255200599999999,106.8630014,https://g.co/kgs/CxbM7n,g.co,"Minggu: [Tutup], Senin: [08.00-20.00], Selasa: [08.00-20.00], Rabu: [08.00-20.00",https://lh5.googleusercontent.com/p/AF1QipMXKMEimsfLWMtexbZjNpEOCxNZhVrECMkhNQql
SEHARI LAUNDRY HALIM,"Kebon Pala 1 Rt.03/Rw.07 No.43, Halim Perdana Kusumah, Daerah Khusus Ibukota Jak",Halim Perdana Kusumah,Layanan Binatu,Asia/Jakarta,"0813-8991-9181, +62 813-8991-9181",YES,28.0,5.0,https://search.google.com/local/reviews?placeid=ChIJd0dwP5_zaS4RkcZhVxctKRY&q=la,https://www.google.com/maps?cid=1596857121153074833,-6.267500999999999,106.881253,None,None,"Minggu: [09.00-20.00], Senin: [09.00-20.00], Selasa: [09.00-20.00], Rabu: [09.00",https://lh5.googleusercontent.com/p/AF1QipMrWz5Te9PD0i-hA0memEPPNZ-4lq1Z4YSBxV8L
Bozz Laundry,"Jl. Cililitan Besar No.42 No.42, Makasar, Kec. Makasar, Kota Jakarta Timur, Daer",Makasar,Layanan Binatu,Asia/Jakarta,"0858-1057-4496, +62 858-1057-4496",YES,19.0,4.8,https://search.google.com/local/reviews?placeid=ChIJDXK9sOXzaS4Rz_igo_4nIEs&q=la,https://www.google.com/maps?cid=5413370726719748303,-6.2652724,106.8756868,None,None,"Minggu: [Tutup], Senin: [08.00-20.00], Selasa: [08.00-20.00], Rabu: [08.00-20.00",https://lh5.googleusercontent.com/p/AF1QipO-qR7L3jF7EFX-gejwZ1TQ-24oqA6s_W3B6m_t
Java Laundry Servis,"Jl. Pangkalan Jati V No.6B, RT.3/RW.5, Cipinang Melayu, Kec. Makasar, Kota Jakar","RT.3/RW.5, Cipinang Melayu",Binatu,Asia/Jakarta,"0821-1318-9596, +62 821-1318-9596",YES,24.0,4.5,https://search.google.com/local/reviews?placeid=ChIJw2ya0yvzaS4RDTvsFJVQns4&q=la,https://www.google.com/maps?cid=14888426019364813581,-6.2526443,106.9066929,None,None,"Minggu: [08.00-21.00], Senin: [08.00-21.00], Selasa: [08.00-21.00], Rabu: [08.00",https://lh5.googleusercontent.com/p/AF1QipP-9LyyjlR-S3Ck_2TxFmEcVmbX9je3OkPZYPYG
Yukz Laundry,"Samping Gardu Seni Heru, Jl. Plk II Jl. Cililitan Besar No.16, RT.10/RW.1, Makas",Jl. Plk II Jl. Cililitan Besar No.16,Binatu,Asia/Jakarta,"0813-1494-1353, +62 813-1494-1353",NO,15.0,5.0,https://search.google.com/local/reviews?placeid=ChIJk8naUrDzaS4RUyPwQTyjbXE&q=la,https://www.google.com/maps?cid=8173368377946940243,-6.266915,106.8757832,None,None,"Minggu: [09.00-21.00], Senin: [09.00-21.00], Selasa: [09.00-21.00], Rabu: [09.00",https://lh5.googleusercontent.com/p/AF1QipNkXDUHr3FN7aMnZBik9pJ4BIeJmgG4J1C-HTk3
Noor Laundry,"Jl. Kerja Bakti, Makasar, Kec. Makasar, Kota Jakarta Timur, Daerah Khusus Ibukot",Makasar,Layanan Binatu,Asia/Jakarta,"0822-1159-9895, +62 822-1159-9895",YES,7.0,4.6,https://search.google.com/local/reviews?placeid=ChIJEZHiPYDzaS4RbsUNpLPr34M&q=la,https://www.google.com/maps?cid=9502572895559075182,-6.2717948,106.8771144,None,None,"Minggu: [09.00-23.00], Senin: [09.00-23.00], Selasa: [09.00-23.00], Rabu: [09.00",https://lh5.googleusercontent.com/p/AF1QipOWUGK8VGT5DEiwsllzx8d717HSmT22ExvX0svt
Orange Laundry,"Jl. Kerja Bakti No.18 8, RT.8/RW.2, Makasar, Kec. Makasar, Kota Jakarta Timur, D","RT.8/RW.2, Makasar","Binatu Cucian Kering, Binatu",Asia/Jakarta,"0813-9530-9494, +62 813-9530-9494",NO,11.0,3.9,https://search.google.com/local/reviews?placeid=ChIJAQc3fO3yaS4R-oCuAcDwNb0&q=la,https://www.google.com/maps?cid=13634068154386645242,-6.2744159,106.8771918,None,None,"Minggu: [07.00-21.00], Senin: [07.00-21.00], Selasa: [07.00-21.00], Rabu: [07.00",https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=0kUAWf85MqbP8zwMb
Alfasyi Laundry,"Jl. Jengki No.2, Kb. Pala, Kec. Makasar, Kota Jakarta Timur, Daerah Khusus Ibuko",Kb. Pala,Layanan Binatu,Asia/Jakarta,"0813-2250-7766, +62 813-2250-7766",NO,15.0,5.0,https://search.google.com/local/reviews?placeid=ChIJE7QHhBvzaS4REPdb9MtJfk4&q=la,https://www.google.com/maps?cid=5656039322350778128,-6.2620765,106.8776986,None,None,"Minggu: [08.00-22.00], Senin: [08.00-22.00], Selasa: [08.00-22.00], Rabu: [08.00",https://lh5.googleusercontent.com/p/AF1QipO7ZJ7VhjBooaWfAvtwSmu1WyGMPs2i6m2P1o-J
laundry oemah kucek jakarta,"Jl. Jengki Cipinang Asem No.1 13, RT.13/RW.9, Kb. Pala, Kec. Makasar, Kota Jakar","RT.13/RW.9, Kb. Pala",Binatu,Asia/Jakarta,"0852-1128-2221, +62 852-1128-2221",NO,9.0,4.2,https://search.google.com/local/reviews?placeid=ChIJ6QH7oozzaS4RO3btvnWVfAk&q=la,https://www.google.com/maps?cid=683585576400418363,-6.2588579,106.8785081,None,None,"Minggu: [09.00-20.00], Senin: [09.00-20.00], Selasa: [09.00-20.00], Rabu: [09.00",https://lh5.googleusercontent.com/p/AF1QipNBlDvqjbgRh0Noz-AAQjpnaPBmCQXtUPszqefh
INDAH Laundry,"Jl. Permata No.3c 6, RT.6/RW.12, Kb. Pala, Kec. Makasar, Kota Jakarta Timur, Dae","RT.6/RW.12, Kb. Pala",Binatu,Asia/Jakarta,"0813-8338-1846, +62 813-8338-1846",NO,8.0,5.0,https://search.google.com/local/reviews?placeid=ChIJzaun-b7zaS4R_0GmYnYDRmM&q=la,https://www.google.com/maps?cid=7153408865120698879,-6.2551006,106.8777945,None,None,"Minggu: [08.00-21.00], Senin: [08.00-21.00], Selasa: [08.00-21.00], Rabu: [08.00",https://lh5.googleusercontent.com/p/AF1QipOP8T4l4ht29jQmUNZ_Hmj4RMUb3yFRSpLvngVy
ALKA LAUNDRY 2,"Jl jengki no 4B RT08/04 Kel, Jl. Jengki No.4, RT.9/RW.4, Kb. Pala, Kec. Makasar,",Jl. Jengki No.4,Layanan Binatu,Asia/Jakarta,"0838-8033-462, +62 838-8033-462",YES,15.0,4.3,https://search.google.com/local/reviews?placeid=ChIJZSoaneLyaS4RyZf1I1GX3kg&q=la,https://www.google.com/maps?cid=5250800590312019913,-6.256155199999999,106.8789895,None,None,"Minggu: [08.00-21.00], Senin: [08.00-21.00], Selasa: [08.00-21.00], Rabu: [08.00",https://lh5.googleusercontent.com/p/AF1QipMwusttFiZOZq-Zk7TlIaqtT5AF21MMWxmSVkxP
Caniago Laundry,"Depan Graha BSM, Jl. Kayu Manis Timur Raya No.4, Utan Kayu Utara, Kec. Matraman,",Jl. Kayu Manis Timur Raya No.4,Binatu,Asia/Jakarta,"0895-1744-8136, +62 895-1744-8136",YES,72.0,4.9,https://search.google.com/local/reviews?placeid=ChIJW5ag4ir1aS4Rg3Mjhy6rQos&q=la,https://www.google.com/maps?cid=10034771136058979203,-6.195695499999999,106.8610691,https://youtu.be/j6M_5Im5tww,youtu.be,"Minggu: [Tutup], Senin: [08.00-21.00], Selasa: [08.00-21.00], Rabu: [08.00-21.00",https://lh5.googleusercontent.com/p/AF1QipMgAZrHbW_M8etnxuD55WuL5ANwN6VLWHgshNjh
Mr. Laundry Matraman,"Gg. Flamboyan 3 No.17, RT.9/RW.10, Utan Kayu Utara, Kec. Matraman, Kota Jakarta ","RT.9/RW.10, Utan Kayu Utara",Binatu,Asia/Jakarta,"0878-7500-0806, +62 878-7500-0806",YES,30.0,4.5,https://search.google.com/local/reviews?placeid=ChIJux5VGWz1aS4RFo0dwNWOHIs&q=la,https://www.google.com/maps?cid=10024043919322221846,-6.1982786,106.8691309,https://misterlaundry.pesanlaundry.com/,misterlaundry.pesanlaundry.com,"Minggu: [10.00-21.00], Senin: [10.00-21.00], Selasa: [10.00-21.00], Rabu: [10.00",https://lh5.googleusercontent.com/p/AF1QipOf-_WYQnpN_ARIIhDPkzPYML6BKW8exw-MY0c5
Prima Laundry,"Jl. Pengayoman No.11 A, Utan Kayu Utara, Kec. Matraman, Jakarta, Daerah Khusus I",North Utan Kayu,Layanan Binatu,Asia/Jakarta,"0895-2003-1105, +62 895-2003-1105",YES,97.0,4.8,https://search.google.com/local/reviews?placeid=ChIJfVoU8b31aS4RMDYzfEAEbMY&q=la,https://www.google.com/maps?cid=14297807592002631216,-6.1932202,106.8698743,None,None,"Minggu: [08.00-21.00], Senin: [07.00-21.00], Selasa: [07.00-21.00], Rabu: [07.00",https://lh5.googleusercontent.com/p/AF1QipO_JMNILddGVoVbkU04YUgtz5Gj2yeKiErfDxPM
Laundry 51 Utan Kayu,"Jl. Utan Kayu Raya No.51, RT.9/RW.5, Utan Kayu Utara, Kec. Matraman, Kota Jakart","RT.9/RW.5, Utan Kayu Utara",Binatu,Asia/Jakarta,"0812-8234-1479, +62 812-8234-1479",YES,112.0,5.0,https://search.google.com/local/reviews?placeid=ChIJuZ1enJ31aS4RnoZdktz5ox4&q=la,https://www.google.com/maps?cid=2207882968085399198,-6.193409,106.866364,None,None,"Minggu: [Tutup], Senin: [08.00-20.00], Selasa: [08.00-20.00], Rabu: [08.00-20.00",https://lh5.googleusercontent.com/p/AF1QipMfZlU_Qnqew3r_Em_9oH1vxoO4Nz1RguPH3Acg
Coin Laundry - Coin Plus,"Jl. Kayu Manis Barat No.111, RT.1/RW.8, Kayu Manis, Kec. Matraman, Kota Jakarta ","RT.1/RW.8, Kayu Manis",Binatu,Asia/Jakarta,"0851-7672-4232, +62 851-7672-4232",YES,119.0,5.0,https://search.google.com/local/reviews?placeid=ChIJ4wwUBAD1aS4R27ySsdQfSsA&q=la,https://www.google.com/maps?cid=13855922201931463899,-6.2077656,106.8621252,None,None,"Minggu: [06.00-00.00], Senin: [06.00-00.00], Selasa: [06.00-00.00], Rabu: [06.00",https://lh5.googleusercontent.com/p/AF1QipNnz6iJwq2-QRt3slSoD6r_Psu5n2pJsBzAAQjy
Coin Laundry C-Koin Laundry,"Jl. Kayu Manis III No.35, RT.1/RW.3, Kayu Manis, Kec. Matraman, Kota Jakarta Tim","RT.1/RW.3, Kayu Manis","Binatu Cucian Kering, Binatu",Asia/Jakarta,"0822-1071-3353, +62 822-1071-3353",YES,100.0,5.0,https://search.google.com/local/reviews?placeid=ChIJpQhuYvz1aS4RF8zlc_-G_6s&q=la,https://www.google.com/maps?cid=12393773131266116631,-6.1999847,106.859995,None,None,"Minggu: [07.00-00.00], Senin: [07.00-00.00], Selasa: [07.00-00.00], Rabu: [07.00",https://lh5.googleusercontent.com/p/AF1QipO4VWR8tLHjksMwMaj6pFZRAwirfmEevu74wAus
Bubbleklin Laundry Pisangan I Laundry kiloan I laundry ekspress I Laundry antar ,"RT.13/RW.14, Pisangan Baru, Kec. Matraman, Kota Jakarta Timur, Daerah Khusus Ibu",Kec. Matraman,"Layanan Binatu, Jasa Pembersih Karpet, Binatu Cucian Kering, Binatu",Asia/Jakarta,"0896-7733-6856, +62 896-7733-6856",YES,91.0,4.7,https://search.google.com/local/reviews?placeid=ChIJVwdW1GD1aS4R-tLOtI0P5hM&q=la,https://www.google.com/maps?cid=1433850632662340346,-6.2089777,106.8709739,None,None,"Minggu: [08.00-21.00], Senin: [06.30-21.00], Selasa: [06.30-21.00], Rabu: [06.30",https://lh5.googleusercontent.com/p/AF1QipO3-rhZghUFo1xqr-OxmDITW6FSS0rSPtwxY82X
Maxx Laundry,"1, Jl. Nanas No.12, RT.1/RW.3, Utan Kayu Sel., Kec. Matraman, Kota Jakarta Timur",Jl. Nanas No.12,Binatu,Asia/Jakarta,"0857-1607-0755, +62 857-1607-0755",NO,35.0,5.0,https://search.google.com/local/reviews?placeid=ChIJwVFLNsv1aS4RJSu-jc1Ii74&q=la,https://www.google.com/maps?cid=13730147936652634917,-6.198275199999999,106.8707829,None,None,None,https://lh5.googleusercontent.com/p/AF1QipMxoWUINe77ZfFcFluzzZ_yWEbroSa5vWhPQMDU
ADERA EXPRESS LAUNDRY | KILOAN | SATUAN | KARPET | SEPATU | DLL,"Jl. Kayu Ramin No.10B, RT.12/RW.1, Utan Kayu Utara, Kec. Matraman, Kota Jakarta ","RT.12/RW.1, Utan Kayu Utara",Binatu,Asia/Jakarta,"0877-7409-7785, +62 877-7409-7785",YES,20.0,5.0,https://search.google.com/local/reviews?placeid=ChIJqX4nDvv1aS4RdBDClkiWHg0&q=la,https://www.google.com/maps?cid=945358210305495156,-6.1956054,106.8627775,None,None,"Minggu: [07.30-22.00], Senin: [07.30-22.00], Selasa: [07.30-22.00], Rabu: [07.30",https://lh5.googleusercontent.com/p/AF1QipPJt_uEBjFwweGo7WnxnesznMmSp19w16wvzKx_
Ahlan Coin Laundry,"3, Jl. Penegak No.23, RT.2/RW.3, Palmeriam, Kec. Matraman, Kota Jakarta Timur, D",Jl. Penegak No.23,Binatu,Asia/Jakarta,"0813-8899-3772, +62 813-8899-3772",YES,21.0,4.8,https://search.google.com/local/reviews?placeid=ChIJXSqWZSX1aS4RcvUqgMX7NRk&q=la,https://www.google.com/maps?cid=1816634850391291250,-6.2010106,106.856889,None,None,"Minggu: [07.00-21.00], Senin: [07.00-21.00], Selasa: [07.00-21.00], Rabu: [07.00",https://lh5.googleusercontent.com/p/AF1QipOvVFJOnyF27xGqN6vuNcQ0IZEKA1DE2qtDjsmu
LAUNDRY EXPRESS OYANDA JAKARTA 24,"Jl Bekasi Timur Raya Komplek Polri Cipinang Atas Blok B No. 20, RT.003/RW.5, Kot",RT.003/RW.5,Binatu Cucian Kering,Asia/Jakarta,"0812-8386-2957, +62 812-8386-2957",YES,114.0,5.0,https://search.google.com/local/reviews?placeid=ChIJCTIy3_b1aS4RlpCY6cf4KUQ&q=la,https://www.google.com/maps?cid=4911730406125506710,-6.209254,106.8923118,None,None,"Minggu: [Buka 24 jam], Senin: [Buka 24 jam], Selasa: [Buka 24 jam], Rabu: [Buka ",https://lh5.googleusercontent.com/p/AF1QipMFYWuM-yBb0Q2hhpwVaZ5AMXWqp_zfuRSa5RhG
Laundry Kartini,"Jl. Ps. Enjo No.28 5, RT.5/RW.3, Pisangan Tim., Kec. Pulo Gadung, Kota Jakarta T","RT.5/RW.3, Pisangan Tim.",Binatu,Asia/Jakarta,"0856-9589-5000, +62 856-9589-5000",YES,27.0,4.8,https://search.google.com/local/reviews?placeid=ChIJSTXSLTzzaS4RA0S8NYF2VdI&q=la,https://www.google.com/maps?cid=15156150418309661699,-6.211424,106.8774864,None,None,"Minggu: [06.00-20.00], Senin: [06.00-20.00], Selasa: [06.00-20.00], Rabu: [06.00",https://lh5.googleusercontent.com/p/AF1QipNKP0ITBkaeGVQ7dTLllTEB2eLOlaJgL60Fn1yD
SHO SHA LAUNDRY RADIO DALAM,"4, Jl. Ps. Inpres No.65, RW.14, Gandaria Utara, Kec. Kby. Baru, Jakarta, Daerah ",Jl. Ps. Inpres No.65,Binatu Cucian Kering,Asia/Jakarta,"0812-8778-3896, +62 812-8778-3896",YES,87.0,4.7,https://search.google.com/local/reviews?placeid=ChIJs46GgKDxaS4RXSLFIXkpQ0Y&q=la,https://www.google.com/maps?cid=5062936006328918621,-6.260136999999999,106.7908952,https://wa.me/6281287783896,wa.me,"Minggu: [08.00-20.00], Senin: [08.00-20.00], Selasa: [08.00-20.00], Rabu: [08.00",https://lh5.googleusercontent.com/p/AF1QipPximuH27NZ4_AFkaymRiIvK9W3AWCp1hwZWYXm
Mamy Laundry Kampung Tengah,"Jl. Raya Tengah kelurahan No.7, RT.8/RW.3, Gedong, Kec. Ps. Rebo, Kota Jakarta T","RT.8/RW.3, Gedong","Layanan Binatu, Binatu Cucian Kering, Binatu",Asia/Jakarta,None,YES,56.0,4.2,https://search.google.com/local/reviews?placeid=ChIJya_AnIDtaS4RjZHZL7jRjUs&q=la,https://www.google.com/maps?cid=5444238113567773069,-6.2944631,106.8605442,http://www.mamylaundryjakarta.com/,mamylaundryjakarta.com,"Minggu: [08.00-21.00], Senin: [08.00-21.00], Selasa: [08.00-21.00], Rabu: [08.00",https://lh5.googleusercontent.com/p/AF1QipPJBAgxg48O1XI8yt3J8_3jdHbLNqxVhxpmMBM=
Zein Laundry,"samping persis masjid baiturrahman, Ruko mutiara Jl. Raya Tengah, RT.5/RW.12, Ge",Ruko mutiara Jl. Raya Tengah,Layanan Binatu,Asia/Jakarta,"0899-7681-702, +62 899-7681-702",YES,25.0,4.6,https://search.google.com/local/reviews?placeid=ChIJ480_bH_yaS4RrSepGDCX2C8&q=la,https://www.google.com/maps?cid=3447671747580077997,-6.297387,106.861148,https://www.instagram.com/zeinlaundryjakarta?igsh=dGFtb3VueW02MTlw&utm_source=qr,instagram.com,"Minggu: [08.00-21.00], Senin: [08.00-21.00], Selasa: [08.00-21.00], Rabu: [08.00",https://lh5.googleusercontent.com/p/AF1QipP_X56dB5Kn6a4kDFafQ0ixl4fKlY1le21t060L
LaundryKlin Pasar Rebo,"MVW5+PXV, Jl. TB Simatupang, RT.3/RW.8, Gedong, Kec. Ps. Rebo, Kota Jakarta Timu",Jl. TB Simatupang,Layanan Binatu,Asia/Jakarta,"0877-7621-8025, +62 877-7621-8025",NO,13.0,5.0,https://search.google.com/local/reviews?placeid=ChIJp2YwQQDtaS4RcsfPbrSYrSo&q=la,https://www.google.com/maps?cid=3075282021284562802,-6.303140099999999,106.8598968,None,None,"Minggu: [08.00-20.00], Senin: [08.00-20.00], Selasa: [08.00-20.00], Rabu: [08.00",https://lh5.googleusercontent.com/p/AF1QipNK9ffv4b6lSStPaJACtTpCb_1XJDg-y2r5iEhc
Rumah Laundree,"Jl. Lebak Para No.52, RT.1/RW.2, Cijantung, Kec. Ps. Rebo, Kota Jakarta Timur, D","RT.1/RW.2, Cijantung",Layanan Binatu,Asia/Jakarta,"0856-7829-231, +62 856-7829-231",YES,40.0,4.9,https://search.google.com/local/reviews?placeid=ChIJO3kkg6LtaS4Rh2G0Zhj3IaY&q=la,https://www.google.com/maps?cid=11971120968701862279,-6.3187948,106.8554358,None,None,"Minggu: [07.00-20.00], Senin: [07.00-20.00], Selasa: [07.00-20.00], Rabu: [Tutup",https://lh5.googleusercontent.com/p/AF1QipN5VlJbxwOCgA3uve92zum1uU9QtZ57Aiz_B4Ly
La Petite Laundry,"Jl. Pulo Asem No.8, RT.1/RW.1, Jati, Kec. Pulo Gadung, Kota Jakarta Timur, Daera","RT.1/RW.1, Jati",Layanan Binatu,Asia/Jakarta,"0896-2200-0456, +62 896-2200-0456",YES,57.0,4.8,https://search.google.com/local/reviews?placeid=ChIJ8aJiTGT1aS4Ritg1vyz4Fn8&q=la,https://www.google.com/maps?cid=9157779763374708874,-6.1924422,106.8943381,https://lapetitelaundry.com/,lapetitelaundry.com,"Minggu: [08.00-20.00], Senin: [08.00-20.00], Selasa: [08.00-20.00], Rabu: [08.00",https://lh5.googleusercontent.com/p/AF1QipOCF_zHOoxxYdPg1EJtDDMBqUey-gyh-5t6kbkm
"Mo Laundry Rawamangun (Jasa Laundry Kiloan, Cuci Satuan, dan Cuci Sepatu Rawaman","Jl. Pemuda Asli 1 No.47, RT.13/RW.3, Rawamangun, Kec. Pulo Gadung, Kota Jakarta ","RT.13/RW.3, Rawamangun","Layanan Binatu, Binatu",Asia/Jakarta,"0838-7799-6362, +62 838-7799-6362",YES,64.0,5.0,https://search.google.com/local/reviews?placeid=ChIJ8baI1aH1aS4RCg74cUMWf_U&q=la,https://www.google.com/maps?cid=17689882340265299466,-6.190927299999999,106.8804808,None,None,"Minggu: [08.00-17.00], Senin: [08.00-20.00], Selasa: [08.00-20.00], Rabu: [09.00",https://lh5.googleusercontent.com/p/AF1QipOYNbwLuIhU_2JK6C53EsFHBe2XCi74pM2B2RIS
LaundryNau - Pulogadung,"Jl. Perintis Kemerdekaan No.35, RT.9/RW.2, Pulo Gadung, Kec. Pulo Gadung, Kota J","RT.9/RW.2, Pulo Gadung",Layanan Binatu,Asia/Jakarta,"0838-9911-9995, +62 838-9911-9995",YES,13.0,4.9,https://search.google.com/local/reviews?placeid=ChIJ2UUl2wf1aS4R0lepEite2gc&q=la,https://www.google.com/maps?cid=565868242278111186,-6.1806551,106.9064635,None,None,"Minggu: [08.00-21.00], Senin: [08.00-21.00], Selasa: [08.00-21.00], Rabu: [08.00",https://lh5.googleusercontent.com/p/AF1QipM9uWRUixnKNd9MPtepN00tBumHLZaD-fC9azjH
aQualis Laundry & Green Dry Clean - Pulomas,"Jl. Pulomas Selatan Jl. Pondasi No.53, RT.17/RW.3, Kayu Putih, Kec. Pulo Gadung,","RT.17/RW.3, Kayu Putih",Binatu Cucian Kering,Asia/Jakarta,"0813-1493-7014, +62 813-1493-7014",YES,88.0,5.0,https://search.google.com/local/reviews?placeid=ChIJ97a6Aun0aS4RL14FBpuTRfs&q=la,https://www.google.com/maps?cid=18106040170943176239,-6.1875465,106.8850064,http://aqualisfabricare.com/,aqualisfabricare.com,"Minggu: [08.00-16.00], Senin: [08.00-17.00], Selasa: [08.00-17.00], Rabu: [08.00",https://lh5.googleusercontent.com/p/AF1QipPMBpthhU5LVa6RxGvE5H6_H6atLrBrHUP4R8hq
Griya Laundry Rawamangun,"Jl. Ampera 1 No.24, RT.9/RW.3, Rawamangun, Kec. Pulo Gadung, Kota Jakarta Timur,","RT.9/RW.3, Rawamangun",Layanan Binatu,Asia/Jakarta,"0821-2206-8660, +62 821-2206-8660",YES,39.0,4.5,https://search.google.com/local/reviews?placeid=ChIJ3Xsfduv0aS4RLhPbkC8OC8k&q=la,https://www.google.com/maps?cid=14486688223823860526,-6.1922709,106.8837626,None,None,"Minggu: [07.00-19.30], Senin: [07.00-19.30], Selasa: [07.00-19.30], Rabu: [07.00",https://lh5.googleusercontent.com/p/AF1QipPc5l4NYCKARCB7VVvsxbvTOqfCSor7lrjHDnKN
Laundry sepatu dan tas pulomas rawamangun,"Apartemen Tifolia Ruko lantai dasar.05, Jl. Perintis Kemerdekaan No.2, Pulomas, ",Jl. Perintis Kemerdekaan No.2,Layanan Binatu,Asia/Jakarta,"0896-8310-1088, +62 896-8310-1088",YES,28.0,4.7,https://search.google.com/local/reviews?placeid=ChIJDzRgT_r1aS4RMTRa0teB_Gc&q=la,https://www.google.com/maps?cid=7493006643984741425,-6.1754105,106.8926942,None,None,"Minggu: [08.00-20.00], Senin: [08.00-20.00], Selasa: [08.00-20.00], Rabu: [08.00",https://lh5.googleusercontent.com/p/AF1QipOH1a6gT5WNoSqQq6reTqrO26SQaja-jFHGyp5F
Joy Laundry,"Jl. Gading Raya Gg. 14 No.88 89, RT.1/RW.14, East Pisangan, Pulo Gadung, East Ja","RT.1/RW.14, East Pisangan",Layanan Binatu,Asia/Jakarta,"0813-1497-3071, +62 813-1497-3071",NO,21.0,5.0,https://search.google.com/local/reviews?placeid=ChIJ4-KPVGj1aS4R-_X86clltrw&q=la,https://www.google.com/maps?cid=13598168042780292603,-6.2045037,106.8817491,None,None,"Minggu: [07.00-21.00], Senin: [07.00-21.00], Selasa: [07.00-21.00], Rabu: [07.00",https://lh5.googleusercontent.com/p/AF1QipPDfoss4yS7rNUKaWT4kIwW_7RjxrQYpJKrLfV-
QUICKEZY LAUNDRY | Laundry Antar Jemput | Laundry Ekspres,"3, Jl. Rawamangun Muka Timur No.53, RT.3/RW.12, Rawamangun, Kec. Pulo Gadung, Ko",Jl. Rawamangun Muka Timur No.53,Layanan Binatu,Asia/Jakarta,"0816-797-181, +62 816-797-181",YES,53.0,4.1,https://search.google.com/local/reviews?placeid=ChIJJQwA0hT1aS4RrHx394w5nfY&q=la,https://www.google.com/maps?cid=17770422982283852972,-6.2014531,106.8823315,https://instagram.com/quickezylaundry?utm_medium=copy_link,instagram.com,"Minggu: [07.00-18.00], Senin: [07.00-19.00], Selasa: [07.00-19.00], Rabu: [07.00",https://lh5.googleusercontent.com/p/AF1QipMMgULjcGiJWg_G1Gefw0oTLzNjEP09aBvEr4H7
Multi Fresh Laundry Satuan & Kiloan Express,"4, Jl. Bujana Tirta Raya No.1, RT.4/RW.6, Pisangan Tim., Kec. Pulo Gadung, Kota ",Jl. Bujana Tirta Raya No.1,Binatu,Asia/Jakarta,"0812-9454-177, +62 812-9454-177",YES,25.0,4.8,https://search.google.com/local/reviews?placeid=ChIJGZM1n5r0aS4RVDoivfMPlck&q=la,https://www.google.com/maps?cid=14525533712678009428,-6.205682,106.8782875,None,None,"Minggu: [08.00-21.00], Senin: [08.00-21.00], Selasa: [08.00-21.00], Rabu: [08.00",https://lh5.googleusercontent.com/p/AF1QipMX7kDmQCMCajy39Bcnzmdn8KEwFSLfHQRh7ggK
One Night Stain Laundry CILANDAK,"Jl. Taman Cilandak Raya No.40 12, RT.12/RW.4, Cilandak Bar., Kec. Cilandak, Kota","RT.12/RW.4, Cilandak Bar.",Layanan Binatu,Asia/Jakarta,"0878-7000-9599, +62 878-7000-9599",YES,51.0,4.4,https://search.google.com/local/reviews?placeid=ChIJA7NEeZrxaS4RD2DB84BxM6Y&q=la,https://www.google.com/maps?cid=11976040632767569935,-6.2943967,106.7923217,http://www.laundryons.com/,laundryons.com,"Minggu: [08.00-20.00], Senin: [Tutup], Selasa: [08.00-20.00], Rabu: [08.00-20.00",https://lh5.googleusercontent.com/p/AF1QipNi6xUULVEuJhCZzYxgorM032PdBWf8c3SfKn3w
Kumbah Laundry Cilandak,"Jl. M.P.R III No.14Z, RT.5/RW.11, Cilandak Bar., Kec. Cilandak, Kota Jakarta Sel","RT.5/RW.11, Cilandak Bar.",Layanan Binatu,Asia/Jakarta,"0816-1790-6283, +62 816-1790-6283",YES,106.0,4.5,https://search.google.com/local/reviews?placeid=ChIJWbGlChHxaS4RSiRHbJExlvg&q=la,https://www.google.com/maps?cid=17912559068569347146,-6.2817218,106.8058724,None,None,"Minggu: [06.00-22.00], Senin: [06.00-22.00], Selasa: [06.00-22.00], Rabu: [06.00",https://lh5.googleusercontent.com/p/AF1QipPZWN5Aqz0L9vTVzr8QLe-K10abzbEJI01HuElu
