Name,Fulladdress,Categories,phone,Review Count,Average Rating,Review URL,Google Maps URL,Latitude,Longitude,Website,Opening Hours,Featured Image
Noor Laundry,"Jl. Kerja Bakti, Makasar, Kec. Makasar, Kota Jakarta Timur, Daerah Khusus Ibukot",Layanan Binatu,+62 822-1159-9895,15,5.0,https://search.google.com/local/reviews?placeid=ChIJEZHiPYDzaS4RbsUNpLPr34M&q=la,https://www.google.com/maps?cid=9502572895559075182,-6.2717948,106.8771144,None,"Minggu: [09.00-23.00], Senin: [09.00-23.00], Selasa: [09.00-23.00], Rabu: [09.00",https://lh5.googleusercontent.com/p/AF1QipOWUGK8VGT5DEiwsllzx8d717HSmT22ExvX0svt
Orange Laundry,"Jl. Kerja Bakti No.18 8, RT.8/RW.2, Makasar, Kec. Makasar, Kota Jakarta Timur, D","Binatu Cucian Kering, Binatu",+62 813-9530-9494,1,5.0,https://search.google.com/local/reviews?placeid=ChIJAQc3fO3yaS4R-oCuAcDwNb0&q=la,https://www.google.com/maps?cid=13634068154386645242,-6.2744159,106.8771918,None,"Minggu: [07.00-21.00], Senin: [07.00-21.00], Selasa: [07.00-21.00], Rabu: [07.00",https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=0kUAWf85MqbP8zwMb
Alfasyi Laundry,"Jl. Jengki No.2, Kb. Pala, Kec. Makasar, Kota Jakarta Timur, Daerah Khusus Ibuko",Layanan Binatu,+62 813-2250-7766,6,4.8,https://search.google.com/local/reviews?placeid=ChIJE7QHhBvzaS4REPdb9MtJfk4&q=la,https://www.google.com/maps?cid=5656039322350778128,-6.2620765,106.8776986,None,"Minggu: [08.00-22.00], Senin: [08.00-22.00], Selasa: [08.00-22.00], Rabu: [08.00",https://lh5.googleusercontent.com/p/AF1QipO7ZJ7VhjBooaWfAvtwSmu1WyGMPs2i6m2P1o-J
laundry oemah kucek jakarta,"Jl. Jengki Cipinang Asem No.1 13, RT.13/RW.9, Kb. Pala, Kec. Makasar, Kota Jakar",Binatu,+62 852-1128-2221,0,0.0,https://search.google.com/local/reviews?placeid=ChIJ6QH7oozzaS4RO3btvnWVfAk&q=la,https://www.google.com/maps?cid=683585576400418363,-6.2588579,106.8785081,None,"Minggu: [09.00-20.00], Senin: [09.00-20.00], Selasa: [09.00-20.00], Rabu: [09.00",https://lh5.googleusercontent.com/p/AF1QipNBlDvqjbgRh0Noz-AAQjpnaPBmCQXtUPszqefh
INDAH Laundry,"Jl. Permata No.3c 6, RT.6/RW.12, Kb. Pala, Kec. Makasar, Kota Jakarta Timur, Dae",Binatu,+62 813-8338-1846,59,4.9,https://search.google.com/local/reviews?placeid=ChIJzaun-b7zaS4R_0GmYnYDRmM&q=la,https://www.google.com/maps?cid=7153408865120698879,-6.2551006,106.8777945,None,"Minggu: [08.00-21.00], Senin: [08.00-21.00], Selasa: [08.00-21.00], Rabu: [08.00",https://lh5.googleusercontent.com/p/AF1QipOP8T4l4ht29jQmUNZ_Hmj4RMUb3yFRSpLvngVy
ALKA LAUNDRY 2,"Jl jengki no 4B RT08/04 Kel, Jl. Jengki No.4, RT.9/RW.4, Kb. Pala, Kec. Makasar,",Layanan Binatu,+62 838-8033-462,75,4.9,https://search.google.com/local/reviews?placeid=ChIJZSoaneLyaS4RyZf1I1GX3kg&q=la,https://www.google.com/maps?cid=5250800590312019913,-6.256155199999999,106.8789895,None,"Minggu: [08.00-21.00], Senin: [08.00-21.00], Selasa: [08.00-21.00], Rabu: [08.00",https://lh5.googleusercontent.com/p/AF1QipMwusttFiZOZq-Zk7TlIaqtT5AF21MMWxmSVkxP
Caniago Laundry,"Depan Graha BSM, Jl. Kayu Manis Timur Raya No.4, Utan Kayu Utara, Kec. Matraman,",Binatu,+62 895-1744-8136,80,5.0,https://search.google.com/local/reviews?placeid=ChIJW5ag4ir1aS4Rg3Mjhy6rQos&q=la,https://www.google.com/maps?cid=10034771136058979203,-6.195695499999999,106.8610691,https://youtu.be/j6M_5Im5tww,"Minggu: [Tutup], Senin: [08.00-21.00], Selasa: [08.00-21.00], Rabu: [08.00-21.00",https://lh5.googleusercontent.com/p/AF1QipMgAZrHbW_M8etnxuD55WuL5ANwN6VLWHgshNjh
Mr. Laundry Matraman,"Gg. Flamboyan 3 No.17, RT.9/RW.10, Utan Kayu Utara, Kec. Matraman, Kota Jakarta ",Binatu,+62 878-7500-0806,1,5.0,https://search.google.com/local/reviews?placeid=ChIJux5VGWz1aS4RFo0dwNWOHIs&q=la,https://www.google.com/maps?cid=10024043919322221846,-6.1982786,106.8691309,https://misterlaundry.pesanlaundry.com/,"Minggu: [10.00-21.00], Senin: [10.00-21.00], Selasa: [10.00-21.00], Rabu: [10.00",https://lh5.googleusercontent.com/p/AF1QipOf-_WYQnpN_ARIIhDPkzPYML6BKW8exw-MY0c5
Prima Laundry,"Jl. Pengayoman No.11 A, Utan Kayu Utara, Kec. Matraman, Jakarta, Daerah Khusus I",Layanan Binatu,+62 895-2003-1105,43,4.5,https://search.google.com/local/reviews?placeid=ChIJfVoU8b31aS4RMDYzfEAEbMY&q=la,https://www.google.com/maps?cid=14297807592002631216,-6.1932202,106.8698743,None,"Minggu: [08.00-21.00], Senin: [07.00-21.00], Selasa: [07.00-21.00], Rabu: [07.00",https://lh5.googleusercontent.com/p/AF1QipO_JMNILddGVoVbkU04YUgtz5Gj2yeKiErfDxPM
Laundry 51 Utan Kayu,"Jl. Utan Kayu Raya No.51, RT.9/RW.5, Utan Kayu Utara, Kec. Matraman, Kota Jakart",Binatu,+62 812-8234-1479,20,4.5,https://search.google.com/local/reviews?placeid=ChIJuZ1enJ31aS4RnoZdktz5ox4&q=la,https://www.google.com/maps?cid=2207882968085399198,-6.193409,106.866364,None,"Minggu: [Tutup], Senin: [08.00-20.00], Selasa: [08.00-20.00], Rabu: [08.00-20.00",https://lh5.googleusercontent.com/p/AF1QipMfZlU_Qnqew3r_Em_9oH1vxoO4Nz1RguPH3Acg
Coin Laundry - Coin Plus,"Jl. Kayu Manis Barat No.111, RT.1/RW.8, Kayu Manis, Kec. Matraman, Kota Jakarta ",Binatu,+62 851-7672-4232,452,4.9,https://search.google.com/local/reviews?placeid=ChIJ4wwUBAD1aS4R27ySsdQfSsA&q=la,https://www.google.com/maps?cid=13855922201931463899,-6.2077656,106.8621252,None,"Minggu: [06.00-00.00], Senin: [06.00-00.00], Selasa: [06.00-00.00], Rabu: [06.00",https://lh5.googleusercontent.com/p/AF1QipNnz6iJwq2-QRt3slSoD6r_Psu5n2pJsBzAAQjy
Coin Laundry C-Koin Laundry,"Jl. Kayu Manis III No.35, RT.1/RW.3, Kayu Manis, Kec. Matraman, Kota Jakarta Tim","Binatu Cucian Kering, Binatu",+62 822-1071-3353,99,4.9,https://search.google.com/local/reviews?placeid=ChIJpQhuYvz1aS4RF8zlc_-G_6s&q=la,https://www.google.com/maps?cid=12393773131266116631,-6.1999847,106.859995,None,"Minggu: [07.00-00.00], Senin: [07.00-00.00], Selasa: [07.00-00.00], Rabu: [07.00",https://lh5.googleusercontent.com/p/AF1QipO4VWR8tLHjksMwMaj6pFZRAwirfmEevu74wAus
Bubbleklin Laundry Pisangan I Laundry kiloan I laundry ekspress I Laundry antar ,"RT.13/RW.14, Pisangan Baru, Kec. Matraman, Kota Jakarta Timur, Daerah Khusus Ibu","Layanan Binatu, Jasa Pembersih Karpet, Binatu Cucian Kering, Binatu",+62 896-7733-6856,74,4.8,https://search.google.com/local/reviews?placeid=ChIJVwdW1GD1aS4R-tLOtI0P5hM&q=la,https://www.google.com/maps?cid=1433850632662340346,-6.2089777,106.8709739,None,"Minggu: [08.00-21.00], Senin: [06.30-21.00], Selasa: [06.30-21.00], Rabu: [06.30",https://lh5.googleusercontent.com/p/AF1QipO3-rhZghUFo1xqr-OxmDITW6FSS0rSPtwxY82X
Maxx Laundry,"1, Jl. Nanas No.12, RT.1/RW.3, Utan Kayu Sel., Kec. Matraman, Kota Jakarta Timur",Binatu,+62 857-1607-0755,432,4.9,https://search.google.com/local/reviews?placeid=ChIJwVFLNsv1aS4RJSu-jc1Ii74&q=la,https://www.google.com/maps?cid=13730147936652634917,-6.198275199999999,106.8707829,None,None,https://lh5.googleusercontent.com/p/AF1QipMxoWUINe77ZfFcFluzzZ_yWEbroSa5vWhPQMDU
ADERA EXPRESS LAUNDRY | KILOAN | SATUAN | KARPET | SEPATU | DLL,"Jl. Kayu Ramin No.10B, RT.12/RW.1, Utan Kayu Utara, Kec. Matraman, Kota Jakarta ",Binatu,+62 877-7409-7785,61,4.9,https://search.google.com/local/reviews?placeid=ChIJqX4nDvv1aS4RdBDClkiWHg0&q=la,https://www.google.com/maps?cid=945358210305495156,-6.1956054,106.8627775,None,"Minggu: [07.30-22.00], Senin: [07.30-22.00], Selasa: [07.30-22.00], Rabu: [07.30",https://lh5.googleusercontent.com/p/AF1QipPJt_uEBjFwweGo7WnxnesznMmSp19w16wvzKx_
Ahlan Coin Laundry,"3, Jl. Penegak No.23, RT.2/RW.3, Palmeriam, Kec. Matraman, Kota Jakarta Timur, D",Binatu,+62 813-8899-3772,248,4.7,https://search.google.com/local/reviews?placeid=ChIJXSqWZSX1aS4RcvUqgMX7NRk&q=la,https://www.google.com/maps?cid=1816634850391291250,-6.2010106,106.856889,None,"Minggu: [07.00-21.00], Senin: [07.00-21.00], Selasa: [07.00-21.00], Rabu: [07.00",https://lh5.googleusercontent.com/p/AF1QipOvVFJOnyF27xGqN6vuNcQ0IZEKA1DE2qtDjsmu
LAUNDRY EXPRESS OYANDA JAKARTA 24,"Jl Bekasi Timur Raya Komplek Polri Cipinang Atas Blok B No. 20, RT.003/RW.5, Kot",Binatu Cucian Kering,+62 812-8386-2957,66,5.0,https://search.google.com/local/reviews?placeid=ChIJCTIy3_b1aS4RlpCY6cf4KUQ&q=la,https://www.google.com/maps?cid=4911730406125506710,-6.209254,106.8923118,None,"Minggu: [Buka 24 jam], Senin: [Buka 24 jam], Selasa: [Buka 24 jam], Rabu: [Buka ",https://lh5.googleusercontent.com/p/AF1QipMFYWuM-yBb0Q2hhpwVaZ5AMXWqp_zfuRSa5RhG
Laundry Kartini,"Jl. Ps. Enjo No.28 5, RT.5/RW.3, Pisangan Tim., Kec. Pulo Gadung, Kota Jakarta T",Binatu,+62 856-9589-5000,10,5.0,https://search.google.com/local/reviews?placeid=ChIJSTXSLTzzaS4RA0S8NYF2VdI&q=la,https://www.google.com/maps?cid=15156150418309661699,-6.211424,106.8774864,None,"Minggu: [06.00-20.00], Senin: [06.00-20.00], Selasa: [06.00-20.00], Rabu: [06.00",https://lh5.googleusercontent.com/p/AF1QipNKP0ITBkaeGVQ7dTLllTEB2eLOlaJgL60Fn1yD
SHO SHA LAUNDRY RADIO DALAM,"4, Jl. Ps. Inpres No.65, RW.14, Gandaria Utara, Kec. Kby. Baru, Jakarta, Daerah ",Binatu Cucian Kering,+62 812-8778-3896,32,4.9,https://search.google.com/local/reviews?placeid=ChIJs46GgKDxaS4RXSLFIXkpQ0Y&q=la,https://www.google.com/maps?cid=5062936006328918621,-6.260136999999999,106.7908952,https://wa.me/6281287783896,"Minggu: [08.00-20.00], Senin: [08.00-20.00], Selasa: [08.00-20.00], Rabu: [08.00",https://lh5.googleusercontent.com/p/AF1QipPximuH27NZ4_AFkaymRiIvK9W3AWCp1hwZWYXm
Mamy Laundry Kampung Tengah,"Jl. Raya Tengah kelurahan No.7, RT.8/RW.3, Gedong, Kec. Ps. Rebo, Kota Jakarta T","Layanan Binatu, Binatu Cucian Kering, Binatu",None,12,5.0,https://search.google.com/local/reviews?placeid=ChIJya_AnIDtaS4RjZHZL7jRjUs&q=la,https://www.google.com/maps?cid=5444238113567773069,-6.2944631,106.8605442,http://www.mamylaundryjakarta.com/,"Minggu: [08.00-21.00], Senin: [08.00-21.00], Selasa: [08.00-21.00], Rabu: [08.00",https://lh5.googleusercontent.com/p/AF1QipPJBAgxg48O1XI8yt3J8_3jdHbLNqxVhxpmMBM=
Zein Laundry,"samping persis masjid baiturrahman, Ruko mutiara Jl. Raya Tengah, RT.5/RW.12, Ge",Layanan Binatu,+62 899-7681-702,20,5.0,https://search.google.com/local/reviews?placeid=ChIJ480_bH_yaS4RrSepGDCX2C8&q=la,https://www.google.com/maps?cid=3447671747580077997,-6.297387,106.861148,https://www.instagram.com/zeinlaundryjakarta?igsh=dGFtb3VueW02MTlw&utm_source=qr,"Minggu: [08.00-21.00], Senin: [08.00-21.00], Selasa: [08.00-21.00], Rabu: [08.00",https://lh5.googleusercontent.com/p/AF1QipP_X56dB5Kn6a4kDFafQ0ixl4fKlY1le21t060L
LaundryKlin Pasar Rebo,"MVW5+PXV, Jl. TB Simatupang, RT.3/RW.8, Gedong, Kec. Ps. Rebo, Kota Jakarta Timu",Layanan Binatu,+62 877-7621-8025,59,4.7,https://search.google.com/local/reviews?placeid=ChIJp2YwQQDtaS4RcsfPbrSYrSo&q=la,https://www.google.com/maps?cid=3075282021284562802,-6.303140099999999,106.8598968,None,"Minggu: [08.00-20.00], Senin: [08.00-20.00], Selasa: [08.00-20.00], Rabu: [08.00",https://lh5.googleusercontent.com/p/AF1QipNK9ffv4b6lSStPaJACtTpCb_1XJDg-y2r5iEhc
Rumah Laundree,"Jl. Lebak Para No.52, RT.1/RW.2, Cijantung, Kec. Ps. Rebo, Kota Jakarta Timur, D",Layanan Binatu,+62 856-7829-231,350,4.9,https://search.google.com/local/reviews?placeid=ChIJO3kkg6LtaS4Rh2G0Zhj3IaY&q=la,https://www.google.com/maps?cid=11971120968701862279,-6.3187948,106.8554358,None,"Minggu: [07.00-20.00], Senin: [07.00-20.00], Selasa: [07.00-20.00], Rabu: [Tutup",https://lh5.googleusercontent.com/p/AF1QipN5VlJbxwOCgA3uve92zum1uU9QtZ57Aiz_B4Ly
La Petite Laundry,"Jl. Pulo Asem No.8, RT.1/RW.1, Jati, Kec. Pulo Gadung, Kota Jakarta Timur, Daera",Layanan Binatu,+62 896-2200-0456,2,5.0,https://search.google.com/local/reviews?placeid=ChIJ8aJiTGT1aS4Ritg1vyz4Fn8&q=la,https://www.google.com/maps?cid=9157779763374708874,-6.1924422,106.8943381,https://lapetitelaundry.com/,"Minggu: [08.00-20.00], Senin: [08.00-20.00], Selasa: [08.00-20.00], Rabu: [08.00",https://lh5.googleusercontent.com/p/AF1QipOCF_zHOoxxYdPg1EJtDDMBqUey-gyh-5t6kbkm
"Mo Laundry Rawamangun (Jasa Laundry Kiloan, Cuci Satuan, dan Cuci Sepatu Rawaman","Jl. Pemuda Asli 1 No.47, RT.13/RW.3, Rawamangun, Kec. Pulo Gadung, Kota Jakarta ","Layanan Binatu, Binatu",+62 838-7799-6362,47,4.7,https://search.google.com/local/reviews?placeid=ChIJ8baI1aH1aS4RCg74cUMWf_U&q=la,https://www.google.com/maps?cid=17689882340265299466,-6.190927299999999,106.8804808,None,"Minggu: [08.00-17.00], Senin: [08.00-20.00], Selasa: [08.00-20.00], Rabu: [09.00",https://lh5.googleusercontent.com/p/AF1QipOYNbwLuIhU_2JK6C53EsFHBe2XCi74pM2B2RIS
LaundryNau - Pulogadung,"Jl. Perintis Kemerdekaan No.35, RT.9/RW.2, Pulo Gadung, Kec. Pulo Gadung, Kota J",Layanan Binatu,+62 838-9911-9995,380,5.0,https://search.google.com/local/reviews?placeid=ChIJ2UUl2wf1aS4R0lepEite2gc&q=la,https://www.google.com/maps?cid=565868242278111186,-6.1806551,106.9064635,None,"Minggu: [08.00-21.00], Senin: [08.00-21.00], Selasa: [08.00-21.00], Rabu: [08.00",https://lh5.googleusercontent.com/p/AF1QipM9uWRUixnKNd9MPtepN00tBumHLZaD-fC9azjH
aQualis Laundry & Green Dry Clean - Pulomas,"Jl. Pulomas Selatan Jl. Pondasi No.53, RT.17/RW.3, Kayu Putih, Kec. Pulo Gadung,",Binatu Cucian Kering,+62 813-1493-7014,82,4.8,https://search.google.com/local/reviews?placeid=ChIJ97a6Aun0aS4RL14FBpuTRfs&q=la,https://www.google.com/maps?cid=18106040170943176239,-6.1875465,106.8850064,http://aqualisfabricare.com/,"Minggu: [08.00-16.00], Senin: [08.00-17.00], Selasa: [08.00-17.00], Rabu: [08.00",https://lh5.googleusercontent.com/p/AF1QipPMBpthhU5LVa6RxGvE5H6_H6atLrBrHUP4R8hq
Griya Laundry Rawamangun,"Jl. Ampera 1 No.24, RT.9/RW.3, Rawamangun, Kec. Pulo Gadung, Kota Jakarta Timur,",Layanan Binatu,+62 821-2206-8660,2,5.0,https://search.google.com/local/reviews?placeid=ChIJ3Xsfduv0aS4RLhPbkC8OC8k&q=la,https://www.google.com/maps?cid=14486688223823860526,-6.1922709,106.8837626,None,"Minggu: [07.00-19.30], Senin: [07.00-19.30], Selasa: [07.00-19.30], Rabu: [07.00",https://lh5.googleusercontent.com/p/AF1QipPc5l4NYCKARCB7VVvsxbvTOqfCSor7lrjHDnKN
Laundry sepatu dan tas pulomas rawamangun,"Apartemen Tifolia Ruko lantai dasar.05, Jl. Perintis Kemerdekaan No.2, Pulomas, ",Layanan Binatu,+62 896-8310-1088,276,4.9,https://search.google.com/local/reviews?placeid=ChIJDzRgT_r1aS4RMTRa0teB_Gc&q=la,https://www.google.com/maps?cid=7493006643984741425,-6.1754105,106.8926942,None,"Minggu: [08.00-20.00], Senin: [08.00-20.00], Selasa: [08.00-20.00], Rabu: [08.00",https://lh5.googleusercontent.com/p/AF1QipOH1a6gT5WNoSqQq6reTqrO26SQaja-jFHGyp5F
Joy Laundry,"Jl. Gading Raya Gg. 14 No.88 89, RT.1/RW.14, East Pisangan, Pulo Gadung, East Ja",Layanan Binatu,+62 813-1497-3071,201,4.9,https://search.google.com/local/reviews?placeid=ChIJ4-KPVGj1aS4R-_X86clltrw&q=la,https://www.google.com/maps?cid=13598168042780292603,-6.2045037,106.8817491,None,"Minggu: [07.00-21.00], Senin: [07.00-21.00], Selasa: [07.00-21.00], Rabu: [07.00",https://lh5.googleusercontent.com/p/AF1QipPDfoss4yS7rNUKaWT4kIwW_7RjxrQYpJKrLfV-
QUICKEZY LAUNDRY | Laundry Antar Jemput | Laundry Ekspres,"3, Jl. Rawamangun Muka Timur No.53, RT.3/RW.12, Rawamangun, Kec. Pulo Gadung, Ko",Layanan Binatu,+62 816-797-181,5,5.0,https://search.google.com/local/reviews?placeid=ChIJJQwA0hT1aS4RrHx394w5nfY&q=la,https://www.google.com/maps?cid=17770422982283852972,-6.2014531,106.8823315,https://instagram.com/quickezylaundry?utm_medium=copy_link,"Minggu: [07.00-18.00], Senin: [07.00-19.00], Selasa: [07.00-19.00], Rabu: [07.00",https://lh5.googleusercontent.com/p/AF1QipMMgULjcGiJWg_G1Gefw0oTLzNjEP09aBvEr4H7
Multi Fresh Laundry Satuan & Kiloan Express,"4, Jl. Bujana Tirta Raya No.1, RT.4/RW.6, Pisangan Tim., Kec. Pulo Gadung, Kota ",Binatu,+62 812-9454-177,4,5.0,https://search.google.com/local/reviews?placeid=ChIJGZM1n5r0aS4RVDoivfMPlck&q=la,https://www.google.com/maps?cid=14525533712678009428,-6.205682,106.8782875,None,"Minggu: [08.00-21.00], Senin: [08.00-21.00], Selasa: [08.00-21.00], Rabu: [08.00",https://lh5.googleusercontent.com/p/AF1QipMX7kDmQCMCajy39Bcnzmdn8KEwFSLfHQRh7ggK
One Night Stain Laundry CILANDAK,"Jl. Taman Cilandak Raya No.40 12, RT.12/RW.4, Cilandak Bar., Kec. Cilandak, Kota",Layanan Binatu,+62 878-7000-9599,1,5.0,https://search.google.com/local/reviews?placeid=ChIJA7NEeZrxaS4RD2DB84BxM6Y&q=la,https://www.google.com/maps?cid=11976040632767569935,-6.2943967,106.7923217,http://www.laundryons.com/,"Minggu: [08.00-20.00], Senin: [Tutup], Selasa: [08.00-20.00], Rabu: [08.00-20.00",https://lh5.googleusercontent.com/p/AF1QipNi6xUULVEuJhCZzYxgorM032PdBWf8c3SfKn3w
Kumbah Laundry Cilandak,"Jl. M.P.R III No.14Z, RT.5/RW.11, Cilandak Bar., Kec. Cilandak, Kota Jakarta Sel",Layanan Binatu,+62 816-1790-6283,6,4.3,https://search.google.com/local/reviews?placeid=ChIJWbGlChHxaS4RSiRHbJExlvg&q=la,https://www.google.com/maps?cid=17912559068569347146,-6.2817218,106.8058724,None,"Minggu: [06.00-22.00], Senin: [06.00-22.00], Selasa: [06.00-22.00], Rabu: [06.00",https://lh5.googleusercontent.com/p/AF1QipPZWN5Aqz0L9vTVzr8QLe-K10abzbEJI01HuElu
SUPER LAUNDRY,"Jl. RS. Fatmawati Raya No.41, RT.1/RW.5, Cilandak Bar., Kec. Cilandak, Kota Jaka",Binatu,+62 21 7661232,53,5.0,https://search.google.com/local/reviews?placeid=ChIJEei88JbxaS4RrslHFtNo2uk&q=la,https://www.google.com/maps?cid=16850896211581323694,-6.285054,106.7956914,None,"Minggu: [08.00-17.00], Senin: [07.00-18.00], Selasa: [07.00-18.00], Rabu: [07.00",https://lh5.googleusercontent.com/p/AF1QipMx6jmH2r0_uBtMhDGbrOSO6Slq8AvO7-boi8uN
JOURDAN MESIN LAUNDRY,"Jl. Raya Cilandak KKO No.11 3, RT.3/RW.8, Ragunan, Ps. Minggu, Kota Jakarta Sela","Toko Mesin Cuci & Pengering, Toko Elektronik",+62 21 22783233,1,5.0,https://search.google.com/local/reviews?placeid=ChIJ4cwfGQHuaS4RK1AmZKKOhc4&q=la,https://www.google.com/maps?cid=14881457371831750699,-6.3031761,106.8144173,http://jourdanmesinlaundry.com/,"Minggu: [Tutup], Senin: [08.00-17.00], Selasa: [08.00-17.00], Rabu: [08.00-17.00",https://lh5.googleusercontent.com/p/AF1QipO8XQlXKs9-o2SGcekubApx8oWgpokvpCHZUqSj
Tya Laundry,"Jalan Bahari Raya No.3, Cilandak Barat, RT.9/RW.10, South Gandaria, Cilandak, So",Layanan Binatu,+62 812-8531-3038,34,4.9,https://search.google.com/local/reviews?placeid=ChIJUfjBt3zxaS4RvhX0Zh8ApXQ&q=la,https://www.google.com/maps?cid=8405124414428157374,-6.279706,106.7922677,None,"Minggu: [08.00-21.00], Senin: [08.00-21.00], Selasa: [08.00-21.00], Rabu: [08.00",https://lh5.googleusercontent.com/p/AF1QipO3lJxsCbtQ0CPHQIwXzvGSrIv7WMm2glYatWeY
Kleen Laundry & General Cleaning Pondok Labu,"Jl. Pd. Labu Raya No.222e, Pd. Labu, Kec. Cilandak, Jakarta, Daerah Khusus Ibuko",Binatu,+62 811-193-060,4,5.0,https://search.google.com/local/reviews?placeid=ChIJX-PGCmLvaS4RroMmu4nzxy0&q=la,https://www.google.com/maps?cid=3298873024948110254,-6.3076046,106.7933073,http://laundrykleen.id/,"Minggu: [08.00-19.00], Senin: [08.00-19.00], Selasa: [08.00-19.00], Rabu: [08.00",https://lh5.googleusercontent.com/p/AF1QipMyJj7SmBiO_uNWGErfXe8JPEvgcqm2eW--m8D4
Uwais Laundry,"Jl. Tridharma V No.25, RT.5/RW.8, Pd. Labu, Kec. Cilandak, Kota Jakarta Selatan,",Layanan Binatu,+62 812-8853-9959,89,5.0,https://search.google.com/local/reviews?placeid=ChIJeTk24hzuaS4RvdD5SlJf8Ww&q=la,https://www.google.com/maps?cid=7850160432533328061,-6.3023815,106.8042818,None,"Minggu: [07.00-18.00], Senin: [07.00-18.00], Selasa: [07.00-18.00], Rabu: [07.00",https://lh5.googleusercontent.com/p/AF1QipMD7iewjkJik13n6q393BL2ggVYhxPC9cbSuclH
Laundry Perkilo Premium Terogong,"1, Jl. Terogong Raya No.36, RT.1/RW.6, Cilandak Bar., Kec. Cilandak, Kota Jakart",Layanan Binatu,+62 878-8787-7830,14,4.7,https://search.google.com/local/reviews?placeid=ChIJK9sC6HHxaS4R7L8CrB6enRM&q=la,https://www.google.com/maps?cid=1413459712636272620,-6.2840797,106.7890215,https://www.instagram.com/laundryperkilopremium/,"Minggu: [08.00-19.00], Senin: [08.00-20.00], Selasa: [08.00-20.00], Rabu: [08.00",https://lh5.googleusercontent.com/p/AF1QipOVqYy6Cp7M2RupFHn3IPuOwgHQrrt_90zjLhgn
Laundry Perkilo Premium Fatmawati,"Jl. RS. Fatmawati Raya No.37i, Cilandak Bar., Kec. Cilandak, Kota Jakarta Selata","Layanan Binatu, Binatu",+62 878-8366-9231,14,5.0,https://search.google.com/local/reviews?placeid=ChIJa4aV9TXxaS4RmYQc4RuKEF4&q=la,https://www.google.com/maps?cid=6778069291538089113,-6.28293,106.7962005,https://www.instagram.com/laundryperkilopremium/,"Minggu: [08.00-19.00], Senin: [07.00-21.00], Selasa: [07.00-21.00], Rabu: [07.00",https://lh5.googleusercontent.com/p/AF1QipPkAN3yXE1RQMBvH1xjQiiuT-qJT5rDTN6vglh5
GOOD WASH COIN LAUNDRY FATMAWATI,"no. Sebelum Wisma Subud, Jl. RS. Fatmawati Raya No.39, RT.5/RW.3, Cilandak Bar.,","Binatu, Layanan Binatu",+62 815-9165-009,77,4.8,https://search.google.com/local/reviews?placeid=ChIJEyo-IerxaS4ReiFe0adzM40&q=la,https://www.google.com/maps?cid=10174603147769422202,-6.2844352,106.7961062,None,"Minggu: [08.00-21.00], Senin: [08.00-21.00], Selasa: [08.00-21.00], Rabu: [08.00",https://lh5.googleusercontent.com/p/AF1QipMeDgTTyXYP0mjnPPTk_BFVYnn9QghkKVIEIJx9
mr klin laundry - kebagusan,"Jl. Kebagusan Raya No.42 11, RT.11/RW.5, Jagakarsa, Kec. Jagakarsa, Kota Jakarta",Binatu,+62 895-7070-33222,83,4.9,https://search.google.com/local/reviews?placeid=ChIJ1Q9j61DtaS4RupHAROPkrgc&q=la,https://www.google.com/maps?cid=553631468975329722,-6.3189435,106.8249157,None,"Minggu: [08.00-20.00], Senin: [08.00-20.00], Selasa: [08.00-20.00], Rabu: [08.00",https://lh5.googleusercontent.com/p/AF1QipOL-awGv1IBqFF92CdrqOggkdTC4FbMDjVGm1E8
Aqualis Fabricare,"# Jagakarsa, Jl. Moh. Kahfi 1 Jl. H. Idris No.1, RT.2/RW.6, Jagakarsa, Kec. Jaga",Layanan Binatu,+62 815-8433-6050,137,4.8,https://search.google.com/local/reviews?placeid=ChIJN9wc3QjuaS4R19TjeEhe_lo&q=la,https://www.google.com/maps?cid=6556781772856874199,-6.312004099999999,106.8130218,None,"Minggu: [Tutup], Senin: [08.00-17.00], Selasa: [08.00-17.00], Rabu: [08.00-17.00",https://lh5.googleusercontent.com/p/AF1QipO6PdSTyhLqvV--v0IzlOi89BacfpgSplt0phzM
Shaf Laundry Jagakarsa,"Jl. Joe Klp. Tiga No.27 5, RT.5/RW.3, Jagakarsa, Kec. Jagakarsa, Kota Jakarta Se",Binatu,+62 877-2722-1000,18,4.9,https://search.google.com/local/reviews?placeid=ChIJ20tdnwrtaS4RwT8UDJTBNyY&q=la,https://www.google.com/maps?cid=2753882538762321857,-6.330129599999999,106.8291161,None,"Minggu: [08.00-18.00], Senin: [08.00-18.00], Selasa: [08.00-18.00], Rabu: [08.00",https://lh5.googleusercontent.com/p/AF1QipP6dlqJse4I9VFz3KxVctk4EBavvZtz7zqzZGOL
YNL Jagakarsa,"Jl. Raya Jagakarsa No.34, RT.5/RW.6, Lenteng Agung, Kec. Jagakarsa, Kota Jakarta",Layanan Binatu,+62 812-1207-6600,67,4.8,https://search.google.com/local/reviews?placeid=ChIJ0dfDtujtaS4RW-GcRgqFvFU&q=la,https://www.google.com/maps?cid=6177959068026331483,-6.3310533,106.8299013,None,"Minggu: [08.30-20.00], Senin: [08.30-20.00], Selasa: [08.30-20.00], Rabu: [08.30",https://lh5.googleusercontent.com/p/AF1QipMsMOGptqwsAHFza0gaVOG65ZDowxw-fGU4fVnz
