Name,Fulladdress,Municipality,Categories,Time Zone,Phones,Claimed,Review Count,Average Rating,Review URL,Google Maps URL,Latitude,Longitude,Website,Domain,Opening Hours,Featured Image
nesya laundry,"Jl. Babakan Tarogong No.83A, Suka Asih, Kec. Bojongloa Kaler, Kota Bandung, Jawa",Suka Asih,Binatu Cucian Kering,Asia/Jakarta,"0813-9419-2398, +62 813-9419-2398",YES,58.0,4.8,https://search.google.com/local/reviews?placeid=ChIJT6-naKTpaC4RsSjpDIhxCa8&q=la,https://www.google.com/maps?cid=12612737060573882545,-6.9340408,107.5930954,None,None,"Sabtu: [08.00-21.00], Minggu: [08.00-21.00], Senin: [08.00-21.00], Selasa: [08.0",https://lh5.googleusercontent.com/p/AF1QipN08K3NopP7zXfxyb1KNZXkX2Z_scTQ74B1wGx0
Laundry RS.Immanuel,"Jl. Raya Kopo No.161, Situsaeur, Kec. Bojongloa Kaler, Kota Bandung, Jawa Barat ",Situsaeur,Layanan Binatu,Asia/Jakarta,"(022) 5201672, +62 22 5201672",NO,8.0,4.6,https://search.google.com/local/reviews?placeid=ChIJGy6NcaLoaC4R-ZIKF5R6lDU&q=la,https://www.google.com/maps?cid=3860845557023675129,-6.935486099999999,107.5972121,http://www.rsimmanuel.com/,rsimmanuel.com,"Sabtu: [Buka 24 jam], Minggu: [Buka 24 jam], Senin: [Buka 24 jam], Selasa: [Buka",https://lh5.googleusercontent.com/p/AF1QipPgqwDwr_dZCjfFRM82swg8cWWCNvT1OGg-cBKc
Laundry The Daily Wash Kopo,"Jl. Raya Kopo No.122, Babakan Asih, Kec. Bojongloa Kaler, Kota Bandung, Jawa Bar",Babakan Asih,Layanan Binatu,Asia/Jakarta,None,NO,25.0,5.0,https://search.google.com/local/reviews?placeid=ChIJS_iCHADpaC4R84xmeZeWziM&q=la,https://www.google.com/maps?cid=2580165213850864883,-6.9324284,107.5964411,None,None,None,https://lh5.googleusercontent.com/p/AF1QipMd2Ud6YROoDu0DV9huI19a11BNOKr1ute9zCtG
Laundry Peta-Antar Jemput,"Jl. HM Basori No.32, Kopo, Kec. Bojongloa Kaler, Kota Bandung, Jawa Barat 40233",Kopo,Binatu,Asia/Jakarta,"0877-2209-0694, +62 877-2209-0694",YES,13.0,4.4,https://search.google.com/local/reviews?placeid=ChIJD7kRYi9dVkwR99QhjzrBPJc&q=la,https://www.google.com/maps?cid=10897797655583380727,-6.9384714,107.5856783,None,None,"Sabtu: [08.00-19.00], Minggu: [Tutup], Senin: [08.00-19.00], Selasa: [08.00-19.0",https://lh5.googleusercontent.com/p/AF1QipPeQqUnaGu0mwQ54MnF8dYsHUSFYfx7wqWIf4A=
Rina Laundry,"Jl. Sukaleueur No.56, RT.07/RW.02, Babakan Asih, Kec. Bojongloa Kaler, Kota Band","RT.07/RW.02, Babakan Asih",Layanan Binatu,Asia/Jakarta,None,NO,1.0,5.0,https://search.google.com/local/reviews?placeid=ChIJkx7WHAnpaC4RrgWpPrg11fU&q=la,https://www.google.com/maps?cid=17714123774773233070,-6.9322294,107.593719,None,None,None,https://lh5.googleusercontent.com/p/AF1QipN0VPqZhwsOU-VqfgX735GZWZm_1tbh1knVyAeV
RR,"3H7V+JHH, Babakan Asih, Kec. Bojongloa Kaler, Kota Bandung, Jawa Barat 40231",Babakan Asih,Layanan Binatu,Asia/Jakarta,"(022) 70896271, +62 22 70896271",NO,2.0,5.0,https://search.google.com/local/reviews?placeid=ChIJrzIkpaPoaC4R5n2L56jqoeA&q=la,https://www.google.com/maps?cid=16186476546906357222,-6.935948,107.594,None,None,None,https://lh5.googleusercontent.com/p/AF1QipNDdUh2qmxYafZN3fGG7pypSFevS5OA16DwbmOV
Suka Laundry,"Jl. Babakan Tarogong No.381, Suka Asih, Kec. Bojongloa Kaler, Kota Bandung, Jawa",Suka Asih,"Layanan Binatu, Binatu Cucian Kering",Asia/Jakarta,"0813-2124-3338, +62 813-2124-3338",YES,7.0,4.9,https://search.google.com/local/reviews?placeid=ChIJrXuH0RzmaC4RkAMMjPAWz1w&q=la,https://www.google.com/maps?cid=6687589194066035600,-6.9259931,107.5863563,None,None,"Sabtu: [08.00-18.00], Minggu: [Tutup], Senin: [08.00-18.00], Selasa: [08.00-18.0",https://lh5.googleusercontent.com/p/AF1QipNk1kkL3wLqGBNEYTfByjI72f9pW7Dc4jIUtyer
AA Laundry,"Jl. Sukamulya III No.10, RT.01/RW.10, Kopo, Kec. Bojongloa Kaler, Kota Bandung, ","RT.01/RW.10, Kopo",Layanan Binatu,Asia/Jakarta,"0895-4251-66066, +62 895-4251-66066",NO,1.0,5.0,https://search.google.com/local/reviews?placeid=ChIJXUaeL_3paC4RJnPHPEO4urE&q=la,https://www.google.com/maps?cid=12806751089303450406,-6.936293099999999,107.5900357,None,None,"Sabtu: [08.00-17.00], Minggu: [10.00-15.00], Senin: [08.00-16.00], Selasa: [08.0",https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=yKXWBYMy-03Jn8N8b
Cakrawala Express Laundry,"3HFP+HRH, Jl. Terusan Pasirkoja, Babakan Tarogong, Kec. Bojongloa Kaler, Kota Ba",Jl. Terusan Pasirkoja,Binatu,Asia/Jakarta,None,NO,2.0,5.0,https://search.google.com/local/reviews?placeid=ChIJk5i-2xzmaC4RZRajv6Z_dko&q=la,https://www.google.com/maps?cid=5365616360214959717,-6.926065599999999,107.5871037,None,None,None,https://lh3.googleusercontent.com/gps-proxy/ALd4DhGUUvAHQ2O1noz6uRGostjdTO-ExORN
Laundry Bersih Ibu Hj.Tetty (Melayani Antar Jemput),"Jl. Leuwipanjang No.40, Situsaeur, Kec. Bojongloa Kidul, Kota Bandung, Jawa Bara",Situsaeur,Binatu Cucian Kering,Asia/Jakarta,"0877-2297-3640, +62 877-2297-3640",YES,11.0,4.9,https://search.google.com/local/reviews?placeid=ChIJPazFYAvpaC4R_BcRRcn6DGo&q=la,https://www.google.com/maps?cid=7641758410095007740,-6.9370042,107.5971701,None,None,"Sabtu: [09.00-17.00], Minggu: [09.00-17.00], Senin: [09.00-17.00], Selasa: [09.0",https://lh5.googleusercontent.com/p/AF1QipOtPDXUc-9LwChWIz1IV3Je1TawYOH1Wwt8nMaq
ABELL LAUNDRY & EXPEDISI,"Jl. Karasak No.27-35, Kb. Lega, Kec. Bojongloa Kidul, Kota Bandung, Jawa Barat 4",Kb. Lega,Binatu,Asia/Jakarta,"0813-2181-2363, +62 813-2181-2363",YES,17.0,5.0,https://search.google.com/local/reviews?placeid=ChIJDVbMOcnpaC4RORdYKn73xk4&q=la,https://www.google.com/maps?cid=5676496501595445049,-6.948981,107.6034163,None,None,"Sabtu: [Buka 24 jam], Minggu: [Buka 24 jam], Senin: [Buka 24 jam], Selasa: [Buka",https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=1BJ9c16AMjl17yM0S
Cotton care Laundry,"Jl. RD Rangga Kencana No.17a, Mekarwangi, Kec. Bojongloa Kidul, Kota Bandung, Ja",Mekarwangi,Binatu,Asia/Jakarta,"0812-2299-9460, +62 812-2299-9460",NO,21.0,4.5,https://search.google.com/local/reviews?placeid=ChIJGyW4ZPPpaC4RS4EUUA2ZGjg&q=la,https://www.google.com/maps?cid=4042711897975587147,-6.952926199999999,107.5994383,None,None,"Sabtu: [07.00-05.00], Minggu: [07.00-05.00], Senin: [07.00-05.00], Selasa: [07.0",https://lh5.googleusercontent.com/p/AF1QipM_5ikeDxDbcDIDnqYcTCmrxSzOsM0vgXxdQRrz
LaundryKlin Buah Batu - Antar Jemput,"Jl. RH Hasan Saputra Raya No.17A, Turangga, Kec. Lengkong, Kota Bandung, Jawa Ba",Turangga,Binatu,Asia/Jakarta,"0851-7537-1253, +62 851-7537-1253",NO,78.0,4.9,https://search.google.com/local/reviews?placeid=ChIJfxEWN8HpaC4RKdbs6JZotp8&q=la,https://www.google.com/maps?cid=11508500895154099753,-6.9367358,107.6348729,None,None,"Sabtu: [07.00-20.00], Minggu: [07.00-20.00], Senin: [07.00-20.00], Selasa: [07.0",https://lh5.googleusercontent.com/p/AF1QipMVSXLqnxeu_VzIp9c1itcXgcUT30nZqsiLyF4o
By Clean Laundry,"Jalan Margacinta No. 190, Ciwastra, Buahbatu, Margasari, Kec. Buahbatu, Kota Ban",Margasari,Binatu,Asia/Jakarta,"0822-4079-3286, +62 822-4079-3286",NO,5.0,5.0,https://search.google.com/local/reviews?placeid=ChIJA7Dj9zjoaC4RxM1fwesuqLQ&q=la,https://www.google.com/maps?cid=13017706313010892228,-6.954960499999999,107.6474372,None,None,"Sabtu: [07.00-22.00], Minggu: [07.00-22.00], Senin: [07.00-22.00], Selasa: [07.0",https://lh3.googleusercontent.com/gps-proxy/ALd4DhGk8PsU0RwNRtecVenlWhjGzxYF9z88
SHASHA LAUNDRY BUAH BATU,"Jl. Karawitan No.50a, Turangga, Kec. Buahbatu, Kota Bandung, Jawa Barat 40264",Turangga,Binatu,Asia/Jakarta,"0813-1179-6592, +62 813-1179-6592",YES,21.0,4.2,https://search.google.com/local/reviews?placeid=ChIJEQA7km3paC4R9F2DjCdkNBA&q=la,https://www.google.com/maps?cid=1167668324419722740,-6.9391989,107.6296779,None,None,"Sabtu: [07.00-21.00], Minggu: [07.00-21.00], Senin: [07.00-21.00], Selasa: [07.0",https://lh5.googleusercontent.com/p/AF1QipP_kKm8hS5B3gyUgU7yRZz0oXurcOBJhITWbfio
Laundry Wisma Kawaluyaan,"Jl. Kawaluyaan No.39, Jatisari, Kec. Buahbatu, Kota Bandung, Jawa Barat 40286",Jatisari,Layanan Binatu,Asia/Jakarta,"0812-1110-1142, +62 812-1110-1142",YES,11.0,5.0,https://search.google.com/local/reviews?placeid=ChIJT3A-9M3paC4Rd13YF3etKI8&q=la,https://www.google.com/maps?cid=10315685673504890231,-6.9369085,107.6594082,https://laundry-wisma-kawaluyaan.business.site/?utm_source=gmb&utm_medium=referr,business.site,"Sabtu: [Buka 24 jam], Minggu: [Buka 24 jam], Senin: [Buka 24 jam], Selasa: [Buka",https://lh5.googleusercontent.com/p/AF1QipNfynQQ8bgtSK07FCEqkk9pK2gBuqM9aVa2vVqL
Laundry & Dry clean (Biwos Twinss Laundry),"Komplek Megabrata No 171, Margasari, Kec. Buahbatu, Kota Bandung, Jawa Barat 402",Margasari,Layanan Binatu,Asia/Jakarta,"0877-2271-1996, +62 877-2271-1996",YES,46.0,5.0,https://search.google.com/local/reviews?placeid=ChIJQ6D1xPTpaC4R7cJtcHGFDVw&q=la,https://www.google.com/maps?cid=6633104548450648813,-6.9554708,107.658855,None,None,"Sabtu: [08.00-18.00], Minggu: [08.00-18.00], Senin: [08.00-18.00], Selasa: [08.0",https://lh5.googleusercontent.com/p/AF1QipOVHG1_HotsZ-1UQzti5xiseFlM8k8jasUHynBd
Polkadot Laundry,"Jl. Margacinta No.192, Cijaura, Kec. Buahbatu, Kota Bandung, Jawa Barat 40286",Cijaura,Binatu,Asia/Jakarta,"0813-8735-3567, +62 813-8735-3567",NO,3.0,5.0,https://search.google.com/local/reviews?placeid=ChIJ_cX1zyLpaC4RijZkCOj7GqY&q=la,https://www.google.com/maps?cid=11969155933682284170,-6.955169499999999,107.647389,None,None,None,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=Hfae1BtsXjURT7z17
Laundry Sendiri,"Jl. Margasari No.28, Margasari, Kec. Buahbatu, Kota Bandung, Jawa Barat 40287",Margasari,"Layanan Binatu, Pemasok peralatan binatu yang dioperasikan dengan koin, Binatu, ",Asia/Jakarta,"0821-2128-1878, +62 821-2128-1878",YES,23.0,4.9,https://search.google.com/local/reviews?placeid=ChIJeWB63ePpaC4RWM1It1HF6qQ&q=la,https://www.google.com/maps?cid=11883527521528499544,-6.956887699999999,107.6566469,https://instagram.com/laundrysendiri,instagram.com,"Sabtu: [06.00-21.00], Minggu: [06.00-21.00], Senin: [06.00-21.00], Selasa: [06.0",https://lh5.googleusercontent.com/p/AF1QipOinVk9DlUqjjEN5KNsv0opQnS5xCsCXj3V80gR
Laundry Club Hotel 10,"Jl. Buah Batu No.81, Malabar, Kec. Lengkong, Kota Bandung, Jawa Barat 40262",Malabar,Layanan Binatu,Asia/Jakarta,None,YES,25.0,5.0,https://search.google.com/local/reviews?placeid=ChIJR2QsNQDpaC4RSnn7DcE0Gx0&q=la,https://www.google.com/maps?cid=2097328055239014730,-6.9341893,107.6203992,http://bit.ly/customer_laundryclub_hotel10,bit.ly,"Sabtu: [07.00-20.00], Minggu: [07.00-20.00], Senin: [07.00-20.00], Selasa: [07.0",https://lh5.googleusercontent.com/p/AF1QipOGNWbshPzjPpHrZU15i7bNpPsR1s53yL_5pCgw
LaundryKlin Cikutra  Laundry Antar Jemput,"Jl. Cibeunying Kolot No.9, Sadang Serang, Kecamatan Coblong, Kota Bandung, Jawa ",Sadang Serang,"Layanan Binatu, Binatu",Asia/Jakarta,"0851-7318-3938, +62 851-7318-3938",YES,294.0,5.0,https://search.google.com/local/reviews?placeid=ChIJr84w7qznaC4RVA_DrfHC4Ug&q=la,https://www.google.com/maps?cid=5251692983748857684,-6.8898474,107.6298371,https://www.laundryklinwijaya.com/,laundryklinwijaya.com,"Sabtu: [07.00-21.00], Minggu: [07.00-21.00], Senin: [07.00-21.00], Selasa: [07.0",https://lh5.googleusercontent.com/p/AF1QipOWz1VGqua0iWPrab3KMuvaIemVEw9UIik3aM2g
First Clean Laundry for Hotel,"Jl. Cigadung Kaler IV No.5, Cigadung, Kec. Cibeunying Kaler, Kota Bandung, Jawa ",Cigadung,Layanan Binatu,Asia/Jakarta,"0857-9797-8343, +62 857-9797-8343",YES,33.0,5.0,https://search.google.com/local/reviews?placeid=ChIJLVLdP1PnaC4Rhz1MST6orSM&q=la,https://www.google.com/maps?cid=2570895947769593223,-6.8789446,107.6236508,None,None,"Sabtu: [05.00-22.00], Minggu: [05.00-22.00], Senin: [05.00-22.00], Selasa: [05.0",https://lh5.googleusercontent.com/p/AF1QipMV1YfKLPj_XEqjSM-dSWEOljU1L_RRXwfYPZX_
Heyklin Laundry Bandung,"Jl. Cigadung Raya Timur, Cigadung, Kec. Cibeunying Kaler, Kota Bandung, Jawa Bar",Cigadung,Layanan Binatu,Asia/Jakarta,None,YES,32.0,5.0,https://search.google.com/local/reviews?placeid=ChIJ9WiV_H7naC4RggM-zBWRuVA&q=la,https://www.google.com/maps?cid=5816839916532663170,-6.8894421,107.6300458,None,None,None,https://lh5.googleusercontent.com/p/AF1QipMI_hAOIFyxdGpgtIpeKVTzolBuosW91Cpmd7Az
Chingu Laundry Cigadung,"Jl. Cigadung Raya Tengah No.90, Cigadung, Kec. Cibeunying Kaler, Kota Bandung, J",Cigadung,Binatu,Asia/Jakarta,"0851-7537-1253, +62 851-7537-1253",YES,133.0,4.9,https://search.google.com/local/reviews?placeid=ChIJC-C15jXnaC4R6V6_1FxLb8U&q=la,https://www.google.com/maps?cid=14226672609965072105,-6.8830452,107.6267983,http://chingu-laundry.com/,chingu-laundry.com,"Sabtu: [07.00-20.00], Minggu: [07.00-20.00], Senin: [07.00-20.00], Selasa: [07.0",https://lh5.googleusercontent.com/p/AF1QipPa841YOYt3J4IaGq77NLEOiMCCWyGVa04KTNCD
RN Laundry & Dry Cleaning,"4J6G+WQ, Cigadung, Kec. Cibeunying Kaler, Kota Bandung, Jawa Barat 40191",Cigadung,Layanan Binatu,Asia/Jakarta,"0822-1712-4482, +62 822-1712-4482",YES,20.0,5.0,https://search.google.com/local/reviews?placeid=ChIJd8Wqo4vnaC4RNQ8cy0URTo8&q=la,https://www.google.com/maps?cid=10326209987065155381,-6.8876732,107.6269387,None,None,"Sabtu: [05.00-22.00], Minggu: [05.00-22.00], Senin: [05.00-22.00], Selasa: [05.0",https://lh5.googleusercontent.com/p/AF1QipNdwFIkw119I1BkoobP4pK43S9a0TdY2e8HVnzo
Ruang Laundry,"Jl. Khp Hasan Mustopa No.5, Neglasari, Kec. Cibeunying Kaler, Kota Bandung, Jawa",Neglasari,Layanan Binatu,Asia/Jakarta,None,YES,2.0,5.0,https://search.google.com/local/reviews?placeid=ChIJ4fRenBLnaC4RlCts3R8JCQ4&q=la,https://www.google.com/maps?cid=1011349623784876948,-6.897754099999999,107.634894,None,None,"Sabtu: [Buka 24 jam], Minggu: [Buka 24 jam], Senin: [Buka 24 jam], Selasa: [Buka",https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=pChsRLV_jRJDt0SlC
JCK LAUNDRY,"Surapati Core, Perum, Jl. Tulip Raya No.21, Kota Bandung, Jawa Barat 40192",Perum,Layanan Binatu,Asia/Jakarta,"0811-234-635, +62 811-234-635",YES,89.0,5.0,https://search.google.com/local/reviews?placeid=ChIJ7zXy30nnaC4RTYc_wxwnAtI&q=la,https://www.google.com/maps?cid=15132700702406575949,-6.900956,107.6517518,https://bit.ly/pesanjck,bit.ly,"Sabtu: [08.00-21.00], Minggu: [Tutup], Senin: [08.00-21.00], Selasa: [08.00-21.0",https://lh5.googleusercontent.com/p/AF1QipOIJUDI1mAPKYE3myZdPy9VsoHATKbHNZ4cK9LL
Cleanlite Laundry Bandung,"Jl. Cibeunying Kolot No.26, Cigadung, Kec. Cibeunying Kaler, Kota Bandung, Jawa ",Cigadung,"Binatu, Pemasok peralatan binatu yang dioperasikan dengan koin",Asia/Jakarta,"0899-6173-360, +62 899-6173-360",YES,69.0,4.5,https://search.google.com/local/reviews?placeid=ChIJH1qAwnfnaC4RHXh5_oBwy74&q=la,https://www.google.com/maps?cid=13748205986806069277,-6.889255599999999,107.629116,None,None,"Sabtu: [07.30-20.00], Minggu: [07.30-20.00], Senin: [07.30-20.15], Selasa: [07.3",https://lh5.googleusercontent.com/p/AF1QipOlYaUB_jdOBbFjnwn29oAqZUjHsleaTkNP2iHn
Cemerlang Laundry,"Jl. Rereng Wulung No.26, Sukaluyu, Kec. Cibeunying Kaler, Kota Bandung, Jawa Bar",Sukaluyu,Layanan Binatu,Asia/Jakarta,"0877-8266-7744, +62 877-8266-7744",YES,85.0,4.8,https://search.google.com/local/reviews?placeid=ChIJa7z4e4PnaC4RJT8U36sq078&q=la,https://www.google.com/maps?cid=13822438599000604453,-6.896368,107.631405,None,None,"Sabtu: [07.00-21.00], Minggu: [07.00-17.00], Senin: [07.00-21.00], Selasa: [07.0",https://lh5.googleusercontent.com/p/AF1QipO5nwOsDZjI-bscif3Mz6WQ67Xo6X-CPdpx5ZMh
MILi Digital Londri (Laundry Self Service),"Jl. Cikutra No.228, Sukapada, Kec. Cibeunying Kidul, Kota Bandung, Jawa Barat 40",Sukapada,Binatu,Asia/Jakarta,"0878-4113-0013, +62 878-4113-0013",YES,43.0,5.0,https://search.google.com/local/reviews?placeid=ChIJTygvSsznaC4RbVDzBx186yk&q=la,https://www.google.com/maps?cid=3020644439211331693,-6.8966493,107.64372,https://instagram.com/milidigitallondri?utm_source=qr&igshid=MzNlNGNkZWQ4Mg%3D%3,instagram.com,"Sabtu: [07.30-18.00], Minggu: [07.30-18.00], Senin: [07.30-18.00], Selasa: [07.3",https://lh5.googleusercontent.com/p/AF1QipPjqyY_zO8mtYCmCX7sdxVcTIFOr5CITJX2psur
Indo Express Laundry (Suci),"Suci, Jl. Khp Hasan Mustopa No.100, Padasuka, Kec. Cibeunying Kidul, Kota Bandun",Jl. Khp Hasan Mustopa No.100,Layanan Binatu,Asia/Jakarta,"0819-832-880, +62 819-832-880",YES,17.0,5.0,https://search.google.com/local/reviews?placeid=ChIJbb7TBuznaC4RNuk16WgwIoQ&q=la,https://www.google.com/maps?cid=9521225789362006326,-6.9002502,107.6444979,http://indolaundry.id/,indolaundry.id,"Sabtu: [07.00-21.00], Minggu: [07.00-21.00], Senin: [07.00-21.00], Selasa: [07.0",https://lh5.googleusercontent.com/p/AF1QipMP_GPZG9k05xNGNNwEFyblXgDfN3jkP2SJUm8s
Kingwash Laundry,"Jl. Khp Hasan Mustopa No.127D, Sukapada, Kec. Cibeunying Kidul, Kota Bandung, Ja",Sukapada,Layanan Binatu,Asia/Jakarta,"0813-5000-6203, +62 813-5000-6203",YES,87.0,4.9,https://search.google.com/local/reviews?placeid=ChIJQY8lDqXnaC4RY5uZBT6qULQ&q=la,https://www.google.com/maps?cid=12993072108322528099,-6.9014178,107.6476195,https://bit.ly/2E6i49Z,bit.ly,"Sabtu: [07.00-19.00], Minggu: [07.00-19.00], Senin: [07.00-19.00], Selasa: [07.0",https://lh5.googleusercontent.com/p/AF1QipN4jufAu1EoqJU-jv3vnUsQwaGBxgUlbjry074h
Home Laundry,"Jl. Cikutra No.178, Sukapada, Kec. Cibeunying Kidul, Kota Bandung, Jawa Barat 40",Sukapada,Binatu,Asia/Jakarta,"0896-5564-0740, +62 896-5564-0740",YES,26.0,4.5,https://search.google.com/local/reviews?placeid=ChIJ8SY1or3naC4RScG-WnL1bgA&q=la,https://www.google.com/maps?cid=31232118935699785,-6.8990505,107.643526,None,None,"Sabtu: [08.00-20.00], Minggu: [08.00-20.00], Senin: [08.00-20.00], Selasa: [08.0",https://lh3.googleusercontent.com/gps-proxy/ALd4DhEJvETmNicO3-F84OYX7b_LWmaQGXFB
Laundrykeun,Jl. Phh Mustofa Belakang SMA YAS Bandung Neglasari Utara gang binaan 4 RT.04/RW.,Sukapada,Binatu,Asia/Jakarta,"0889-0134-4107, +62 889-0134-4107",YES,1.0,5.0,https://search.google.com/local/reviews?placeid=ChIJIYy3RXrnaC4RD2dWRJbGpd4&q=la,https://www.google.com/maps?cid=16043447596271167247,-6.8996532,107.6474798,http://laundrykeun.wordpress.com/,laundrykeun.wordpress.com,"Sabtu: [Buka 24 jam], Minggu: [Buka 24 jam], Senin: [Buka 24 jam], Selasa: [Buka",https://lh5.googleusercontent.com/p/AF1QipOCOUDyXyaOM5ojqKHWCZmgunecUxXSlzK5TLVf
Yes Laundry & Dry Clean,"Jl. Pahlawan No.21, Cikutra, Kec. Cibeunying Kidul, Kota Bandung, Jawa Barat 401",Cikutra,Binatu,Asia/Jakarta,"0811-2228-594, +62 811-2228-594",NO,4.0,5.0,https://search.google.com/local/reviews?placeid=ChIJH6Ii7brnaC4RsOiVtCqT3rI&q=la,https://www.google.com/maps?cid=12888900995208571056,-6.8982337,107.635073,None,None,"Sabtu: [08.00-21.00], Minggu: [08.00-21.00], Senin: [08.00-21.00], Selasa: [08.0",https://lh5.googleusercontent.com/p/AF1QipPGiC6FEko9-wc1WTRKlveXuQ4V_0DY6GbQ7DYX
Laundry Gopih Kiloan (Layanan Antar Jemput),"Gg. Jembar IV No.5, RT.005/RW.005, Cicadas, Kec. Cibeunying Kidul, Kota Bandung,","RT.005/RW.005, Cicadas","Layanan Binatu, Binatu",Asia/Jakarta,"0813-1355-9324, +62 813-1355-9324",YES,40.0,5.0,https://search.google.com/local/reviews?placeid=ChIJDZAPlSjnaC4R5EQmHrJoKhM&q=la,https://www.google.com/maps?cid=1381031349961770212,-6.9087754,107.6391965,None,None,"Sabtu: [08.00-20.00], Minggu: [Tutup], Senin: [08.00-20.00], Selasa: [08.00-20.0",https://lh5.googleusercontent.com/p/AF1QipMjIxVn9mM3Xwv3IsGaEy81X7rUNRK6PubuDXvY
Quantum Laundry Cibiru,"Jl. Manisi VI, Pasir Biru, Kec. Cibiru, Kota Bandung, Jawa Barat 40614",Pasir Biru,Layanan Binatu,Asia/Jakarta,"0878-2606-0168, +62 878-2606-0168",YES,66.0,4.9,https://search.google.com/local/reviews?placeid=ChIJLZwVRp3DaC4RcRs933qNnuI&q=la,https://www.google.com/maps?cid=16329644857762847601,-6.931519799999999,107.7194922,https://www.instagram.com/quantum.laundry/,instagram.com,"Sabtu: [07.00-21.00], Minggu: [07.00-21.00], Senin: [07.00-21.00], Selasa: [07.0",https://lh5.googleusercontent.com/p/AF1QipMQAqoQEkSc2GUizw8G9VALX2iFEZbEUj2bITQM
Berkah Pratama Laundry,"Jl. Pilar Tim. VI No.5, Cibiru Hilir, Kec. Cileunyi, Kabupaten Bandung, Jawa Bar",Cibiru Hilir,Layanan Binatu,Asia/Jakarta,"0813-9581-5074, +62 813-9581-5074",YES,2.0,5.0,https://search.google.com/local/reviews?placeid=ChIJYYlX4nzDaC4RHuE5_CbqqM4&q=la,https://www.google.com/maps?cid=14891409621061853470,-6.940586,107.7212411,None,None,"Sabtu: [Buka 24 jam], Minggu: [Buka 24 jam], Senin: [Buka 24 jam], Selasa: [Buka",https://lh5.googleusercontent.com/p/AF1QipOS3VTiyk17787eHdIh33hZKjQ4ZFJwLtKrwTvH
Sany Laundry Cibiru Hilir,"Jl. Cibiru Hilir No.39, Cibiru Hilir, Kec. Cileunyi, Kabupaten Bandung, Jawa Bar",Cibiru Hilir,Binatu,Asia/Jakarta,None,NO,3.0,5.0,https://search.google.com/local/reviews?placeid=ChIJ79t9ORvDaC4RT_xPdr_O4c8&q=la,https://www.google.com/maps?cid=14979481157330009167,-6.9412169,107.7215514,None,None,"Sabtu: [07.00-21.00], Minggu: [07.00-21.00], Senin: [07.00-21.00], Selasa: [07.0",https://lh5.googleusercontent.com/p/AF1QipO58CI5OornVImRY8wCOR4uOLGtFUSqRs4nFzWs
Family laundry,"3P4C+7Q7, Jl. Cibiru Hilir, Cibiru Wetan, Kec. Cileunyi, Kabupaten Bandung, Jawa",Jl. Cibiru Hilir,Layanan Binatu,Asia/Jakarta,"0838-2099-0999, +62 838-2099-0999",NO,2.0,5.0,https://search.google.com/local/reviews?placeid=ChIJnVdGucLDaC4Rj37I74aC-y8&q=la,https://www.google.com/maps?cid=3457500654997110415,-6.944351999999999,107.7219531,None,None,None,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=bLRQv4L5V7ZpEwMrA
D & R Laundry,"3PGC+QHM, Jl. Cikuda, Pasir Biru, Kec. Cibiru, Kota Bandung, Jawa Barat 40615",Jl. Cikuda,Binatu,Asia/Jakarta,None,NO,1.0,5.0,https://search.google.com/local/reviews?placeid=ChIJpVA1u9TcaC4RexddFtBYYj0&q=la,https://www.google.com/maps?cid=4423195434782889851,-6.9230453,107.7214297,None,None,None,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=VT3pysLVRsR7zfVIG
Sirapih Laundry Express,"Jl. Cibiru Hilir No.10, Cibiru Hilir, Kec. Cileunyi, Kabupaten Bandung, Jawa Bar",Cibiru Hilir,Layanan Binatu,Asia/Jakarta,None,NO,1.0,5.0,https://search.google.com/local/reviews?placeid=ChIJ2U4LnSbDaC4RF8Gg3r1v7vo&q=la,https://www.google.com/maps?cid=18081512415213699351,-6.937662,107.7219411,None,None,None,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=DzsX-F9aTyp8JdPe0
Laundry Sirapih,"Jl. Pandanwangi IV No.18, Cibiru Wetan, Kec. Cileunyi, Kabupaten Bandung, Jawa B",Cibiru Wetan,Layanan Binatu,Asia/Jakarta,"0821-1818-2340, +62 821-1818-2340",YES,31.0,4.5,https://search.google.com/local/reviews?placeid=ChIJ86uW62LDaC4RJuTXzzYfwBc&q=la,https://www.google.com/maps?cid=1711402178676515878,-6.9447191,107.7247074,None,None,"Sabtu: [08.00-18.00], Minggu: [08.00-18.00], Senin: [08.00-19.00], Selasa: [08.0",https://lh5.googleusercontent.com/p/AF1QipPvUBlVumUJZehOitdujlEs-SLL-szvGAvSP8QL
