Name,Fulladdress,Categories,Time Zone,Claimed,Review Count,Average Rating,Review URL,Google Maps URL,Latitude,Longitude,Website,Domain,Opening Hours,Featured Image,Place Id,phone
PAPA COIN LAUNDRY,"Jl. Brigjend Katamso No.168 80FF, Sukaraja, Kec. Medan Maimun, Kota Medan, Sumat",Layanan Binatu,Asia/Jakarta,YES,1,5.0,https://search.google.com/local/reviews?placeid=ChIJry7i6zAxMTARvnR4zYBnTjY&q=la,https://www.google.com/maps?cid=3913178929132238014,3.5732993,98.6852934,0,0,"Minggu: [08.00-18.30], Senin: [08.00-18.30], Selasa: [08.00-18.30], Rabu: [08.00",https://lh5.googleusercontent.com/p/AF1QipNmX2mPECxfkglxgEhPzr1rosAC6wzVTEVNAGYz,ChIJry7i6zAxMTARvnR4zYBnTjY,+62 878-9338-9347
Laundry Zone,"Komplek Multatuli Indah Blok C No. 23, Jalan Multatuli, A U R, Kec. Medan Maimun",Binatu Cucian Kering,Asia/Jakarta,NO,10,4.9,https://search.google.com/local/reviews?placeid=ChIJsdpfBjYwMTARLDyo99YTFCw&q=la,https://www.google.com/maps?cid=3176185451201969196,3.5760407,98.6816328,0,0,"Minggu: [09.00-16.00], Senin: [08.30-19.00], Selasa: [08.30-19.00], Rabu: [08.30",https://lh3.googleusercontent.com/gps-proxy/ALd4DhGbfioBsJhk987q4CVzsQm0xYCj58Qw,ChIJsdpfBjYwMTARLDyo99YTFCw,+62 813-7514-5908
Verona Dry Clean Laundr,"HMM8+CMP, Jl. S. Parman, Petisah Hulu, Kec. Medan Baru, Kota Medan, Sumatera Uta",Binatu Cucian Kering,Asia/Jakarta,NO,90,4.4,https://search.google.com/local/reviews?placeid=ChIJWVin6CwwMTARwVuMmY8MYTA&q=la,https://www.google.com/maps?cid=3486081397457443777,3.5835923,98.6667148,0,0,"Minggu: [Tutup], Senin: [07.00-18.00], Selasa: [07.00-18.00], Rabu: [07.00-18.00",https://lh3.googleusercontent.com/gps-proxy/ALd4DhEe0sspyCVObT5N-WwrX7lz9BDKzxNG,ChIJWVin6CwwMTARwVuMmY8MYTA,+62 61 4158206
Juju Laundry Express,"HMFJ+M96, Hamdan, Kec. Medan Maimun, Kota Medan, Sumatera Utara 20212",Layanan Binatu,Asia/Jakarta,NO,3,5.0,https://search.google.com/local/reviews?placeid=ChIJyZonPjYwMTAR7J8vK990i40&q=la,https://www.google.com/maps?cid=10199374282961690604,3.5741569,98.6808937,0,0,"Minggu: [Tutup], Senin: [08.00-20.00], Selasa: [08.00-20.00], Rabu: [08.00-20.00",https://lh5.googleusercontent.com/p/AF1QipNPivwcQwqPbmQ5w0IEaO4y-MdPKs7orjfguwsR,ChIJyZonPjYwMTAR7J8vK990i40,+62 813-6198-3344
BUMI CLEAN,"Jl. Brigjend Katamso No.453, Kp. Baru, Kec. Medan Maimun, Kota Medan, Sumatera U",Binatu Cucian Kering,Asia/Jakarta,NO,6,5.0,https://search.google.com/local/reviews?placeid=ChIJF1rHbUIwMTARP477GhNEgsw&q=la,https://www.google.com/maps?cid=14736415779557445183,3.5662682,98.6887754,0,0,"Minggu: [09.00-18.00], Senin: [09.00-18.00], Selasa: [09.00-18.00], Rabu: [09.00",https://lh5.googleusercontent.com/p/AF1QipNzarxHmgFAXHLwE9WcFAOpw8m1fPa571GYFaS2,ChIJF1rHbUIwMTARP477GhNEgsw,+62 853-7131-8318
DUTA LAUNDRY,"Jl. Marelan Raya Ps. II, Rengas Pulau, Kec. Medan Marelan, Kota Medan, Sumatera ",Binatu,Asia/Jakarta,YES,52,4.8,https://search.google.com/local/reviews?placeid=ChIJY1qbWsAtMTARgmt-qJT48mo&q=la,https://www.google.com/maps?cid=7706495229750045570,3.6968928,98.6568771,0,0,"Minggu: [09.00-22.00], Senin: [08.00-22.00], Selasa: [08.00-22.00], Rabu: [08.00",https://lh5.googleusercontent.com/p/AF1QipM0l6veJbEIZ7s6P3cD_C_Jer6JDK9IsdtvaQL2,ChIJY1qbWsAtMTARgmt-qJT48mo,+62 852-5657-9988
mARICUCI Laundry & Dry Clean,"Jl. Abd. Sani Mutalib, RW.Lingk. 09, Terjun, Kec. Medan Marelan, Kota Medan, Sum",Layanan Binatu,Asia/Jakarta,YES,13,5.0,https://search.google.com/local/reviews?placeid=ChIJWyjzPobTNjARMosdr3SQWNk&q=la,https://www.google.com/maps?cid=15661426535009454898,3.7043388,98.6357137,0,0,"Minggu: [Tutup], Senin: [08.00-20.00], Selasa: [08.00-20.00], Rabu: [08.00-20.00",https://lh5.googleusercontent.com/p/AF1QipOf5cS_c86Pt2CrfT_-RTe7l40LfJMyZbhV2JPH,ChIJWyjzPobTNjARMosdr3SQWNk,+62 822-9103-7733
Laundry Medan - Tata Laundry,"Jl. Marelan VII No.41, Tanah Enam Ratus, Kec. Medan Marelan, Kota Medan, Sumater",Layanan Binatu,Asia/Jakarta,YES,6,5.0,https://search.google.com/local/reviews?placeid=ChIJW1u6zeAtMTAR0YPYHC-MPes&q=la,https://www.google.com/maps?cid=16950858706467718097,3.6920158,98.6522473,0,0,"Minggu: [08.00-22.00], Senin: [08.00-22.00], Selasa: [08.00-22.00], Rabu: [08.00",https://lh5.googleusercontent.com/p/AF1QipNQC1Iv32NV2iPKK7tQLOg6ldWpf6QdUl6Cxo-E,ChIJW1u6zeAtMTAR0YPYHC-MPes,+62 821-5071-0500
Berkah Express Laundry Coin,"Jl. Kapten Rahmad Buddin No.55 Pasar 5, Paya Pasir, Kec. Medan Marelan, Kota Med",Layanan Binatu,Asia/Jakarta,NO,3,4.7,https://search.google.com/local/reviews?placeid=ChIJow-KUFbTNjARdB9ygZt_U9M&q=la,https://www.google.com/maps?cid=15227655070938177396,3.7107855,98.655067,0,0,"Minggu: [Buka 24 jam], Senin: [Buka 24 jam], Selasa: [Buka 24 jam], Rabu: [Buka ",https://lh5.googleusercontent.com/p/AF1QipP1DmrphCpIz8YyoHI-dECZqk9J_hPH4BvDa-rU,ChIJow-KUFbTNjARdB9ygZt_U9M,+62 812-7571-7299
PINK LAUNDRY & DRY CLEAN,"Jalan Marelan Raya no. 242, Rengas Pulau, Medan Marelan, Tanah Enam Ratus, Kec. ",Binatu,Asia/Jakarta,NO,5,5.0,https://search.google.com/local/reviews?placeid=ChIJ4RsMk1YtMTAR5q4S_Cc8T2I&q=la,https://www.google.com/maps?cid=7083946881307553510,3.680697,98.656043,0,0,"Minggu: [08.00-18.00], Senin: [08.00-21.00], Selasa: [08.00-21.00], Rabu: [08.00",https://lh3.googleusercontent.com/gps-proxy/ALd4DhGTzRoOTUP3UbWZFt4ejaycAxdV86A_,ChIJ4RsMk1YtMTAR5q4S_Cc8T2I,+62 61 80027848
Star Wash Express Laundry,"PM35+P92, Jl. Marelan I, Rengas Pulau, Kec. Medan Marelan, Kota Medan, Sumatera ",Binatu,Asia/Jakarta,NO,1,5.0,https://search.google.com/local/reviews?placeid=ChIJ53V3Q6rSNjARR3miK70wTkE&q=la,https://www.google.com/maps?cid=4705752249687767367,3.7042502,98.6583868,0,0,None,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=-tFczSToBKX_JXiBY,ChIJ53V3Q6rSNjARR3miK70wTkE,None
CAHAYA LAUNDRY,"PM38+M78, Jl. Marelan II, Rengas Pulau, Kec. Medan Marelan, Kota Medan, Sumatera",Binatu Cucian Kering,Asia/Jakarta,NO,1,5.0,https://search.google.com/local/reviews?placeid=ChIJtyhSiFPNNjARh35hdgFtTTA&q=la,https://www.google.com/maps?cid=3480557940075757191,3.70417,98.6656965,0,0,None,https://lh5.googleusercontent.com/p/AF1QipNxXL1qfdQZavX1kug1U4TqoUFXtvxZlKWq5aDE,ChIJtyhSiFPNNjARh35hdgFtTTA,None
Eriza Laundry,"MJQP+M97, Jl. Marelan Ps. 1 Rel, Terjun, Kec. Medan Marelan, Kota Medan, Sumater",Layanan Binatu,Asia/Jakarta,NO,3,5.0,https://search.google.com/local/reviews?placeid=ChIJOdZBUDgtMTARavt13eFqgCA&q=la,https://www.google.com/maps?cid=2341989324548340586,3.689172,98.6359116,0,0,None,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=4aYdiIwkk-Zy0JGMZ,ChIJOdZBUDgtMTARavt13eFqgCA,None
Umma Laundry,"MMW6+QHM, Jl. Marelan VI, Rengas Pulau, Kec. Medan Marelan, Kota Medan, Sumatera",Layanan Binatu,Asia/Jakarta,NO,3,5.0,https://search.google.com/local/reviews?placeid=ChIJpy_7MaczMTARISlXXl8Ro94&q=la,https://www.google.com/maps?cid=16042685398926174497,3.6969707,98.6614374,0,0,None,https://lh5.googleusercontent.com/p/AF1QipN4rGKHE2WsIU5Az64SCZgbbs7tLZJ4YrtLNB98,ChIJpy_7MaczMTARISlXXl8Ro94,None
Family Laundry - Marelan,"Jl. Kapten Rahmad Buddin Gg. Kapok No.1, Terjun, Kec. Medan Marelan, Kota Medan,",Binatu Cucian Kering,Asia/Jakarta,YES,6,5.0,https://search.google.com/local/reviews?placeid=ChIJZ0eG19zTNjARDQl_CZEmQXk&q=la,https://www.google.com/maps?cid=8737307156446906637,3.7109531,98.6481763,0,0,"Minggu: [08.00-21.00], Senin: [08.00-21.00], Selasa: [08.00-21.00], Rabu: [08.00",https://lh5.googleusercontent.com/p/AF1QipN8k8h_6P7Q3TtWz1mY60-kwJ1RM44HpVs0ciRZ,ChIJZ0eG19zTNjARDQl_CZEmQXk,+62 812-1377-8861
Tj laundry Medan,"Jl. Perjuangan No.39 B, Sidorejo, Kec. Medan Tembung, Kota Medan, Sumatera Utara",Binatu,Asia/Jakarta,YES,9,4.6,https://search.google.com/local/reviews?placeid=ChIJ6WnVYVsxMTARiT9gFrYYKZA&q=la,https://www.google.com/maps?cid=10387861185845280649,3.6039499,98.6969499,0,0,"Minggu: [08.00-21.00], Senin: [08.00-21.00], Selasa: [08.00-21.00], Rabu: [08.00",https://lh5.googleusercontent.com/p/AF1QipMr0kxrfla0ZY3Z_3P-nk9v9GnCbTD6jZtzkoK2,ChIJ6WnVYVsxMTARiT9gFrYYKZA,+62 853-5875-0566
Coin Laundry ANDDORA,"Jl. Perjuangan No.96, Sidorejo, Kec. Medan Tembung, Kota Medan, Sumatera Utara 2",Binatu,Asia/Jakarta,NO,4,5.0,https://search.google.com/local/reviews?placeid=ChIJwfJqi1UxMTARbsut-IWYViw&q=la,https://www.google.com/maps?cid=3194908686836157294,3.6034376,98.702389,0,0,"Minggu: [08.00-20.00], Senin: [08.00-20.00], Selasa: [08.00-20.00], Rabu: [08.00",https://lh5.googleusercontent.com/p/AF1QipMZEHHu2VnqoMjAiwT0ekHFFIpzggdtme8qMp_G,ChIJwfJqi1UxMTARbsut-IWYViw,+62 813-6128-3288
Kings Laundry Express,"Jl. Perjuangan No.17B, Sei Kera Hilir I, Kec. Medan Perjuangan, Kota Medan, Suma",Binatu Cucian Kering,Asia/Jakarta,YES,1,5.0,https://search.google.com/local/reviews?placeid=ChIJb_Bop2wxMTARKZLa_WE-Qec&q=la,https://www.google.com/maps?cid=16663668686839255593,3.6037356,98.6954778,0,0,"Minggu: [07.30-22.00], Senin: [07.30-22.00], Selasa: [07.30-22.00], Rabu: [07.30",https://lh5.googleusercontent.com/p/AF1QipMDcgKHXgh1YCE5xLGQys_Okg5D_zIBRM13UBa9,ChIJb_Bop2wxMTARKZLa_WE-Qec,+62 819-9393-9531
OVER CLEAN LAUNDRY & DRYCLEAN,"Jl. Perjuangan No.65, Sidorejo, Kec. Medan Tembung, Kota Medan, Sumatera Utara 2",Binatu Cucian Kering,Asia/Jakarta,YES,1,5.0,https://search.google.com/local/reviews?placeid=ChIJxWVsFFgxMTARMHUMbJqkhfc&q=la,https://www.google.com/maps?cid=17835842882415392048,3.6038019,98.6985769,0,0,"Minggu: [07.00-22.00], Senin: [07.00-22.00], Selasa: [07.00-22.00], Rabu: [07.00",https://lh5.googleusercontent.com/p/AF1QipMG8aco2TL4O3xL1e84GakKoj6Q2K0f113WA7CV,ChIJxWVsFFgxMTARMHUMbJqkhfc,+62 812-6941-0575
Sinar Laundry,"Jl. Perjuangan No.147A, Sidorejo, Kec. Medan Tembung, Kota Medan, Sumatera Utara",Layanan Binatu,Asia/Jakarta,YES,1,5.0,https://search.google.com/local/reviews?placeid=ChIJW4IC1sIxMTARG9aWN2wvWIo&q=la,https://www.google.com/maps?cid=9968769917020198427,3.6037203,98.7041435,0,0,"Minggu: [08.00-18.00], Senin: [08.00-18.00], Selasa: [08.00-18.00], Rabu: [08.00",https://lh5.googleusercontent.com/p/AF1QipPwUh5dEl7EnlhCP2nhYc0XRc_8jj_ekhr8FSc2,ChIJW4IC1sIxMTARG9aWN2wvWIo,None
Aurum Laundry,"Jl. Perjuangan No.85 C, Sidorejo, Kec. Medan Perjuangan, Kota Medan, Sumatera Ut",Binatu,Asia/Jakarta,NO,2,5.0,https://search.google.com/local/reviews?placeid=ChIJp__I62gxMTARDRsO7_0Q1pE&q=la,https://www.google.com/maps?cid=10508605463339080461,3.6038331,98.6999975,0,0,"Minggu: [10.00-22.00], Senin: [08.00-22.00], Selasa: [08.00-22.00], Rabu: [08.00",https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=sRFKK6w03-mxmtqhp,ChIJp__I62gxMTARDRsO7_0Q1pE,+62 813-7117-7184
ALFI LAUNDRY,"Jl. Perjuangan No.37-B, Tj. Rejo, Kec. Medan Sunggal, Kota Medan, Sumatera Utara",Binatu,Asia/Jakarta,NO,4,5.0,https://search.google.com/local/reviews?placeid=ChIJ4bdE8UUvMTARwW85kzGLulA&q=la,https://www.google.com/maps?cid=5817114913742090177,3.5713956,98.6366221,0,0,"Minggu: [Tutup], Senin: [08.00-20.00], Selasa: [08.00-20.00], Rabu: [08.00-20.00",https://lh5.googleusercontent.com/p/AF1QipP7yUG6KPoA59AS6qfldBVvqJpqtX8k91TH14fC,ChIJ4bdE8UUvMTARwW85kzGLulA,None
Violet Laundry,"Jl. Mesjid Taufik No.30, Tegal Rejo, Kec. Medan Perjuangan, Kota Medan, Sumatera",Binatu,Asia/Jakarta,YES,11,4.7,https://search.google.com/local/reviews?placeid=ChIJPR1VTowxMTAR_Lh8Yz68HT4&q=la,https://www.google.com/maps?cid=4475940580819253500,3.6133316,98.6848393,0,0,"Minggu: [Buka 24 jam], Senin: [08.00-20.00], Selasa: [08.00-20.00], Rabu: [08.00",https://lh3.googleusercontent.com/gps-proxy/ALd4DhFEn8USwxM6r3iisib7R6YYXIjVRjSO,ChIJPR1VTowxMTAR_Lh8Yz68HT4,+62 812-6509-2307
Faiqa Laundry,"Jl. Perjuangan No.96, Tj. Rejo, Kec. Medan Sunggal, Kota Medan, Sumatera Utara 2",Layanan Binatu,Asia/Jakarta,NO,1,5.0,https://search.google.com/local/reviews?placeid=ChIJFXOUZ7AvMTARetrOO58qu0M&q=la,https://www.google.com/maps?cid=4880541484577643130,3.5721432,98.6283886,0,0,None,https://lh5.googleusercontent.com/p/AF1QipOf6kMMD8KhQfVPkD33gi6IHSl3O0VSv-pUvNAr,ChIJFXOUZ7AvMTARetrOO58qu0M,None
Sahabat laundry,"Jl. Pimpinan No.141a, Sei Kera Hilir I, Kec. Medan Perjuangan, Kota Medan, Sumat",Layanan Binatu,Asia/Jakarta,NO,1,5.0,https://search.google.com/local/reviews?placeid=ChIJT4nfUNExMTARbNEw54ZxgNQ&q=la,https://www.google.com/maps?cid=15312363557277978988,3.6017703,98.7051348,0,0,None,https://lh5.googleusercontent.com/p/AF1QipMeGBZiDlrn1IMqROaOT9vkeRRIzklNPASaBMSs,ChIJT4nfUNExMTARbNEw54ZxgNQ,None
Laundry Express Hijrah Laundry Medan,"Jl. Sekip No.66, Sekip, Kec. Medan Petisah, Kota Medan, Sumatera Utara 20118",Layanan Binatu,Asia/Jakarta,YES,25,4.8,https://search.google.com/local/reviews?placeid=ChIJdxQvn10xMTARfMEKUQG2jZ0&q=la,https://www.google.com/maps?cid=11352930352441770364,3.5984349,98.6638641,0,0,"Minggu: [07.00-21.00], Senin: [07.00-21.00], Selasa: [07.00-21.00], Rabu: [07.00",https://lh5.googleusercontent.com/p/AF1QipOpJMat5I9T6wdUivO0dKbN0Qx-D7lgesKeuBOp,ChIJdxQvn10xMTARfMEKUQG2jZ0,+62 822-8263-9035
Washio Laundry,"Jl. Rotan No.55 B, Petisah Tengah, Kec. Medan Petisah, Kota Medan, Sumatera Utar",Binatu,Asia/Jakarta,NO,10,4.7,https://search.google.com/local/reviews?placeid=ChIJiy-aLNExMTARay1jRrT59kY&q=la,https://www.google.com/maps?cid=5113548979596111211,3.5876811,98.6656679,0,0,"Minggu: [08.00-18.00], Senin: [08.00-18.00], Selasa: [08.00-18.00], Rabu: [08.00",https://lh3.googleusercontent.com/gps-proxy/ALd4DhHKcWkfixELbZuV6uHfbf5PVfFNaAUl,ChIJiy-aLNExMTARay1jRrT59kY,+62 61 88817927
Laundry The Daily Wash Gatsu,"Jl. Gatot Subroto No.123, RT.02, Petisah Tengah, Kec. Medan Petisah, Kota Medan,",Layanan Binatu,Asia/Jakarta,NO,24,4.8,https://search.google.com/local/reviews?placeid=ChIJ0278HQgxMTARfChMw80RykI&q=la,https://www.google.com/maps?cid=4812678727241312380,3.5922782,98.6705593,0,0,None,https://lh5.googleusercontent.com/p/AF1QipNXUoLjmYRJ4yaXHlJErm1pO2elalRT32eMMTs-,ChIJ0278HQgxMTARfChMw80RykI,None
Davindo Laundry & Dry Clean,"HMP9+4MH, Jl. Taruma, Petisah Tengah, Kec. Medan Petisah, Kota Medan, Sumatera U",Layanan Binatu,Asia/Jakarta,NO,11,4.6,https://search.google.com/local/reviews?placeid=ChIJSUVLk9ExMTARQJgc_Xhmh5Q&q=la,https://www.google.com/maps?cid=10702635709297891392,3.5853166,98.6692212,0,0,"Minggu: [08.00-20.00], Senin: [08.00-20.00], Selasa: [08.00-20.00], Rabu: [08.00",https://lh3.googleusercontent.com/gps-proxy/ALd4DhFRfow7mulmcHZEbDzd51tKpqSnIIiL,ChIJSUVLk9ExMTARQJgc_Xhmh5Q,+62 61 4515042
Kireiwash  Kirei Wash & Beyond - Medan,"Jl. Gatot Subroto No.104/60, Silalas, Kec. Medan Petisah, Kota Medan, Sumatera U",Binatu,Asia/Jakarta,YES,10,5.0,https://search.google.com/local/reviews?placeid=ChIJ4-HxN-IxMTARo5n9hxXcq6A&q=la,https://www.google.com/maps?cid=11577589252119959971,3.5920293,98.6710177,0,0,"Minggu: [08.00-20.00], Senin: [08.00-20.00], Selasa: [08.00-20.00], Rabu: [08.00",https://lh5.googleusercontent.com/p/AF1QipOczWL5f9IwUl2LPJprSwVkTTg9DNPgeYPVDV-G,ChIJ4-HxN-IxMTARo5n9hxXcq6A,+62 813-9999-7231
One Stop Laundry,"HM78+PC5, Jl. Starban, Polonia, Kec. Medan Polonia, Kota Medan, Sumatera Utara 2",Layanan Binatu,Asia/Jakarta,NO,2,5.0,https://search.google.com/local/reviews?placeid=ChIJvwvalm8xMTARWRGDhmQ338U&q=la,https://www.google.com/maps?cid=14258175850171273561,3.5642544,98.6661174,0,0,"Minggu: [Tutup], Senin: [09.00-20.00], Selasa: [09.00-20.00], Rabu: [09.00-20.00",https://lh5.googleusercontent.com/p/AF1QipPMnZeUgpaWWCFXSPGWwB-WMOd6ptzKRkoiYZE_,ChIJvwvalm8xMTARWRGDhmQ338U,+62 61 88812686
Lucky Laundry,"HM3H+582, Jl. Pipa II, Sari Rejo, Kec. Medan Polonia, Kota Medan, Sumatera Utara",Binatu,Asia/Jakarta,NO,7,5.0,https://search.google.com/local/reviews?placeid=ChIJwzKktBMwMTARzSFx3J5QEac&q=la,https://www.google.com/maps?cid=12038491922171503053,3.5528928,98.6782556,0,0,"Minggu: [Buka 24 jam], Senin: [Buka 24 jam], Selasa: [Buka 24 jam], Rabu: [Buka ",https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=5QWn21vXyuPU6Lc8D,ChIJwzKktBMwMTARzSFx3J5QEac,+62 822-7713-2626
XTRA WASH LAUNDRY & DRY CLEAN,"Jl. Mongonsidi No.76, Polonia, Kec. Medan Polonia, Kota Medan, Sumatera Utara 20",Layanan Binatu,Asia/Jakarta,NO,2,5.0,https://search.google.com/local/reviews?placeid=ChIJ2dfxki8wMTARJI_1-PKDXwQ&q=la,https://www.google.com/maps?cid=315115578521390884,3.5714411,98.6695533,0,0,"Minggu: [07.00-21.00], Senin: [07.00-21.00], Selasa: [07.00-21.00], Rabu: [07.00",https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=ng-gB-ihVgJhgeO2S,ChIJ2dfxki8wMTARJI_1-PKDXwQ,+62 813-9634-5540
JAYA LAUNDRY,"HM58+P97, Jl. Starban, Polonia, Kec. Medan Polonia, Kota Medan, Sumatera Utara 2",Layanan Binatu,Asia/Jakarta,NO,1,5.0,https://search.google.com/local/reviews?placeid=ChIJXzDaYtMxMTAREDS4bWX8ehM&q=la,https://www.google.com/maps?cid=1403711746442015760,3.5611486,98.6660009,0,0,"Minggu: [09.00-22.00], Senin: [06.00-22.00], Selasa: [06.00-22.00], Rabu: [06.00",https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=OakKyAmy6nRFhdJ3L,ChIJXzDaYtMxMTAREDS4bWX8ehM,None
Berkat Loundry 505 Gg. Berkat Starban Polonia,"HM48+WJH, Unnamed Road, Polonia, Kec. Medan Polonia, Kota Medan, Sumatera Utara ",Layanan Binatu,Asia/Jakarta,NO,8,4.5,https://search.google.com/local/reviews?placeid=ChIJG71UYawxMTAREj0DAa2ZME0&q=la,https://www.google.com/maps?cid=5562114508127943954,3.5573246,98.6666032,0,0,"Minggu: [09.00-17.00], Senin: [09.00-17.00], Selasa: [09.00-17.00], Rabu: [09.00",https://lh5.googleusercontent.com/p/AF1QipOK5wj66xntsa_zy5kaa5z69Srx7gB8ITBrkpVp,ChIJG71UYawxMTAREj0DAa2ZME0,None
Nice laundry & dry cleaning,"HMC7+QCG, Jl. Mongonsidi, Anggrung, Kec. Medan Polonia, Kota Medan, Sumatera Uta",Binatu,Asia/Jakarta,NO,8,4.6,https://search.google.com/local/reviews?placeid=ChIJAbxTmCgwMTARaW3as4-qpEM&q=la,https://www.google.com/maps?cid=4874208230896201065,3.5719443,98.6635925,0,0,"Minggu: [08.00-20.00], Senin: [08.00-20.00], Selasa: [08.00-20.00], Rabu: [08.00",https://lh3.googleusercontent.com/gps-proxy/ALd4DhH7KfqXx-R2k93MF-Q5GfLeBNvRTwwT,ChIJAbxTmCgwMTARaW3as4-qpEM,+62 852-9688-1166
Express Laundry,"Jl. Karya Bakti II No.68, Sari Rejo, Kec. Medan Polonia, Kota Medan, Sumatera Ut",Binatu Cucian Kering,Asia/Jakarta,YES,3,5.0,https://search.google.com/local/reviews?placeid=ChIJKT4reRcxMTARwP7UznPBWro&q=la,https://www.google.com/maps?cid=13428257942094020288,3.5440119,98.6653195,0,0,"Minggu: [Tutup], Senin: [08.00-20.00], Selasa: [08.00-20.00], Rabu: [08.59-20.00",https://lh5.googleusercontent.com/p/AF1QipPew70QCh80qZooFuBY9a66e5zQFi5xn36K6e-E,ChIJKT4reRcxMTARwP7UznPBWro,None
Jihan Laundry,"Jl. Teuku Cik Ditiro No.98 F, Madras Hulu, Kec. Medan Polonia, Kota Medan, Sumat",Layanan Binatu,Asia/Jakarta,NO,2,5.0,https://search.google.com/local/reviews?placeid=ChIJ7wzRWdIxMTARFD9Cn9hkV88&q=la,https://www.google.com/maps?cid=14940521170372542228,3.583213,98.66906,0,0,None,https://lh3.googleusercontent.com/gps-proxy/ALd4DhEfeLTPKXTG2YcCrU9VrfESO8KIMG9w,ChIJ7wzRWdIxMTARFD9Cn9hkV88,+62 852-7027-4111
Nico Laundry,"Jl. Sunggal No.25, Sei Sikambing B, Kec. Medan Sunggal, Kota Medan, Sumatera Uta",Binatu Cucian Kering,Asia/Jakarta,YES,12,4.8,https://search.google.com/local/reviews?placeid=ChIJGfSCJzQuMTARveC0ZjPYzl8&q=la,https://www.google.com/maps?cid=6903692994083610813,3.5865827,98.64209,0,0,"Minggu: [08.00-21.00], Senin: [08.00-21.00], Selasa: [08.00-21.00], Rabu: [08.00",https://lh5.googleusercontent.com/p/AF1QipM5KOvU9hluBDjUm-a2ptCV6Lyk2SQowGM6hb3X,ChIJGfSCJzQuMTARveC0ZjPYzl8,+62 852-0787-5911
Kirana Laundry,"Jl. Sunggal No.19 D, Sei Sikambing B, Kec. Medan Sunggal, Kota Medan, Sumatera U",Binatu,Asia/Jakarta,NO,5,5.0,https://search.google.com/local/reviews?placeid=ChIJtX1F5iQvMTAR6wESXE6-ASE&q=la,https://www.google.com/maps?cid=2378391321989743083,3.5795655,98.6321296,0,0,"Minggu: [Buka 24 jam], Senin: [Buka 24 jam], Selasa: [Buka 24 jam], Rabu: [Buka ",https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=Tq18Ixg91h_Du6Dtq,ChIJtX1F5iQvMTAR6wESXE6-ASE,+62 831-8195-0010
Happy Laundry & Dry Clean,"HJG8+CJ9, Jalan, Sunggal, Medan Sunggal, Medan City, North Sumatra 20122",Layanan Binatu,Asia/Jakarta,NO,7,4.3,https://search.google.com/local/reviews?placeid=ChIJcySPAqovMTARa4SROH1S2ww&q=la,https://www.google.com/maps?cid=926424846128219243,3.5760466,98.6166082,0,0,None,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=YVTTqcA3cqFi3usoV,ChIJcySPAqovMTARa4SROH1S2ww,None
Amal Laundry,"Kompleks Ruko Graha Kuswari, Jl. Amal No.1L, Sunggal, Kec. Medan Sunggal, Kota M",Layanan Binatu,Asia/Jakarta,YES,12,4.9,https://search.google.com/local/reviews?placeid=ChIJI91jbTcvMTAR4_DOxTLXA9Q&q=la,https://www.google.com/maps?cid=15277290974037864675,3.5856164,98.6216179,0,0,"Minggu: [08.00-21.00], Senin: [08.00-21.00], Selasa: [08.00-21.00], Rabu: [08.00",https://lh5.googleusercontent.com/p/AF1QipNVexz3J3PqXfgTCAwhfxs9_aketYGBuSgenP9_,ChIJI91jbTcvMTAR4_DOxTLXA9Q,+62 812-1249-5643
Pelangi Laundry,"Jl. Ps. No.3, Sunggal, Kec. Medan Sunggal, Kota Medan, Sumatera Utara 20128",Binatu,Asia/Jakarta,NO,2,5.0,https://search.google.com/local/reviews?placeid=ChIJZREbG6YvMTARoTAGbertpfk&q=la,https://www.google.com/maps?cid=17989045877708566689,3.5704953,98.620756,0,0,None,https://lh3.googleusercontent.com/gps-proxy/ALd4DhGJen3Rz1UlFcoMs7XIS22fTPe_jJrm,ChIJZREbG6YvMTARoTAGbertpfk,+62 812-6491-302
Medan Laundry,"Jl. Seroja No.28, Sunggal, Kec. Medan Sunggal, Kota Medan, Sumatera Utara 20127",Layanan Binatu,Asia/Jakarta,YES,2,5.0,https://search.google.com/local/reviews?placeid=ChIJQcOc8t4vMTARQr7rDmfWmWc&q=la,https://www.google.com/maps?cid=7465233595463614018,3.5819336,98.6188692,0,0,"Minggu: [07.30-21.30], Senin: [07.30-21.30], Selasa: [07.30-21.30], Rabu: [07.30",https://lh5.googleusercontent.com/p/AF1QipMaPdkIH0H6BKjIcW4cPyjqnahGVfsNFRLGQUbt,ChIJQcOc8t4vMTARQr7rDmfWmWc,None
